loc_key,SC_NR_Scan_PCI_SortedBy_RSRP_0,SC_NR_Scan_PCI_SortedBy_RSRP_1,SC_NR_Scan_SSB_RSRP_SortedBy_RSRP_0,SC_NR_Scan_SSB_RSRP_SortedBy_RSRP_2,SC_NR_Scan_SSB_RSRP_SortedBy_RSRP_1,SC_NR_Scan_NR_ARFCN,SC_NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,SC_NR_Scan_SSB_SINR_SortedBy_RSRP_0,SC_NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,SC_NR_Scan_SSB_SINR_SortedBy_RSRP_2,SC_NR_Scan_PCI_SortedBy_RSRP_2,SC_NR_Scan_SSB_SINR_SortedBy_RSRP_1,SC_NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,SC_Latitude,SC_Longitude
41.10473_29.02316,16.0,59.0,-85.05600000000001,-93.104,-90.34200000000001,642404.5714285715,-12.744,2.3619999999999997,-20.792,-9.672,13.0,-6.476000000000001,-18.03,41.10473,29.02316
41.10473_29.02317,84.0,138.0,-83.15333333333335,-99.94333333333333,-94.28333333333335,641568.0,-12.020000000000001,4.853333333333333,-25.790000000000003,-14.979999999999999,21.333333333333332,-11.303333333333333,-22.77,41.10473,29.023170000000004
41.10473_29.02323,124.5,173.0,-85.5775,-104.64500000000001,-98.495,642000.0,-11.16,10.1175,-27.0725,-16.275000000000002,25.5,-11.135,-22.12,41.10473,29.02323
41.10474_29.01608,0.0,0.0,-200.0,-200.0,-200.0,644634.4,-30.0,-200.0,-30.0,-200.0,0.0,-200.0,-30.0,41.10474,29.01608
41.10474_29.01993,152.8,23.0,-103.902,-100.39500000000001,-96.28999999999999,642259.2,-15.307999999999998,-1.084,-24.020000000000003,-13.2,3.0,-8.695,-19.915,41.10474,29.01993
41.10474_29.02314,3.0,68.0,-81.47,-93.184,-88.226,642404.5714285715,-11.940000000000001,4.754,-23.622,-12.767999999999999,15.0,-7.279999999999999,-18.692,41.10474,29.02314
41.10474_29.0232,148.8,146.0,-90.10799999999999,-107.94000000000001,-102.708,642259.2,-12.597999999999999,5.394,-26.201999999999998,-15.401999999999997,76.0,-8.034,-19.624000000000002,41.10474,29.023199999999996
41.10474_29.02322,124.5,173.0,-88.17,-90.52,-100.53,642000.0,-12.01,7.470000000000001,-21.92,-10.96,13.0,-8.01,-19.675,41.10474,29.02322
41.10474_29.02325,84.0,98.0,-84.59833333333334,-101.46,-94.43499999999999,641568.0,-13.203333333333333,1.7316666666666667,-25.516666666666666,-14.72166666666667,61.333333333333336,-7.455000000000001,-19.025000000000002,41.10474,29.02325
41.10474_29.02328,157.0,140.5,-89.455,-105.105,-102.21000000000001,642000.0,-11.934999999999999,7.03,-23.37,-12.440000000000001,25.5,-13.42,-24.845000000000002,41.10474,29.02328
41.10474_29.02331,185.25,45.5,-94.02000000000001,-112.44999999999999,-106.19500000000001,642648.0,-17.205,-3.76,-29.9525,-19.235,211.75,-8.48,-20.005,41.10474,29.02331
41.10474_29.02335,80.0,44.25,-88.9575,-97.66,-93.2175,641352.0,-13.3,1.85,-21.7925,-10.695,79.25,-3.6,-15.9375,41.10474,29.02335
41.10474_29.02339,186.66666666666666,106.33333333333333,-93.75,-112.29666666666667,-107.58999999999999,642432.0,-15.5,0.2900000000000003,-27.51666666666667,-16.756666666666668,109.66666666666667,-9.953333333333333,-21.349999999999998,41.10474,29.023389999999996
41.10474_29.02343,165.0,208.0,-91.37333333333333,-109.64333333333333,-106.48,642432.0,-11.193333333333333,10.443333333333333,-24.88,-14.063333333333333,29.666666666666668,-13.376666666666665,-24.383333333333336,41.10474,29.02343
41.10474_29.02348,124.5,173.0,-88.79499999999999,-106.0025,-101.90249999999999,642000.0,-11.835,7.8175,-24.7575,-13.905,25.5,-11.69,-23.075,41.10474,29.02348
41.10475_29.02163,165.0,189.66666666666666,-91.76,-95.68,-101.54833333333333,642432.0,-12.206666666666665,4.033333333333333,-36.61,-27.93,68.0,-6.558333333333333,-18.316666666666666,41.10475,29.02163
41.10475_29.0231,124.5,173.0,-84.45750000000001,-104.92,-98.7425,642000.0,-12.215,6.609999999999999,-26.68,-15.9175,25.5,-11.9525,-22.9325,41.10475,29.0231
41.10475_29.02313,3.0,68.0,-82.81333333333333,-95.69166666666668,-88.83166666666666,641074.2857142857,-12.026666666666666,4.571666666666667,-24.91333333333333,-14.113333333333335,13.0,-6.420000000000001,-18.043333333333333,41.10475,29.02313
41.10475_29.02328,185.25,225.5,-89.185,-112.10499999999999,-105.04500000000002,642648.0,-10.9525,14.012500000000001,-25.84,-15.045,31.75,-10.72,-21.755,41.10475,29.02328
41.10475_29.02332,148.8,194.0,-87.21,-107.675,-102.484,642259.2,-16.322,1.4580000000000002,-27.4775,-16.6775,25.5,-10.233999999999998,-21.292,41.10475,29.023320000000002
41.10475_29.02335,84.0,58.0,-86.32000000000001,-99.05666666666666,-94.14666666666666,641568.0,-11.653333333333334,6.816666666666666,-23.913333333333338,-13.023333333333333,101.33333333333333,-5.760000000000001,-17.463333333333335,41.10475,29.023350000000004
41.10475_29.02339,96.25,28.0,-88.81750000000001,-98.61,-94.755,641352.0,-12.7525,3.105,-21.9775,-10.942499999999999,79.25,-4.8975,-16.85,41.10475,29.02339
41.10475_29.02343,148.8,194.0,-89.98800000000001,-105.65799999999999,-103.08599999999998,642259.2,-12.462,6.052000000000001,-21.85,-10.806000000000001,28.0,-11.522000000000002,-22.6,41.10475,29.02343
41.10475_29.02353,105.66666666666667,116.33333333333333,-86.90333333333335,-104.25999999999999,-94.69,641568.0,-12.666666666666666,5.243333333333333,-27.59,-16.81,21.333333333333332,-6.803333333333334,-19.033333333333335,41.10475,29.023530000000004
41.10475_29.02359,161.8,181.0,-89.272,-107.9775,-102.67999999999999,642259.2,-11.89,7.0680000000000005,-26.0475,-15.274999999999999,25.5,-10.692000000000002,-22.194,41.10475,29.023590000000002
41.10476_29.02163,112.11111111111111,129.66666666666666,-85.90888888888888,-98.10600000000001,-93.82444444444444,641856.0,-12.03,4.514444444444445,-37.428,-26.796,68.0,-6.561111111111112,-18.297777777777778,41.10476,29.02163
41.10476_29.02307,165.0,208.0,-89.0,-110.45666666666666,-102.62333333333333,642432.0,-11.226666666666667,10.186666666666666,-27.91333333333333,-17.166666666666668,29.666666666666668,-10.383333333333333,-21.526666666666667,41.10476,29.02307
41.10476_29.02312,3.0,68.0,-83.105,-95.645,-89.33,640704.0,-12.081666666666669,4.618333333333333,-24.628333333333334,-13.805,14.666666666666666,-6.683333333333333,-18.3,41.10476,29.023119999999995
41.10476_29.02348,165.0,208.0,-93.31666666666666,-110.39666666666666,-102.99333333333334,642432.0,-14.086666666666668,2.3433333333333333,-24.363333333333333,-13.523333333333333,29.666666666666668,-9.18,-20.343333333333334,41.10476,29.023479999999996
41.10476_29.02353,3.0,68.0,-83.32333333333334,-96.59999999999998,-87.84333333333332,640704.0,-12.31,3.5066666666666664,-25.593333333333334,-14.800000000000002,13.0,-4.95,-16.833333333333332,41.10476,29.023530000000004
41.10476_29.02365,124.5,173.0,-92.53,-109.305,-98.6,642000.0,-12.3,4.785,-27.635,-16.9,25.5,-6.565,-18.53,41.10476,29.02365
41.10476_29.02371,174.8,168.0,-91.21399999999998,-112.048,-103.796,642259.2,-14.772,1.5280000000000002,-27.314,-16.536,28.0,-10.777999999999999,-22.106,41.10476,29.02371
41.10477_29.01992,90.66666666666667,23.0,-97.11,-103.71000000000001,-95.995,641568.0,-14.82,0.916666666666667,-27.075000000000003,-16.355,3.0,-7.875,-19.355,41.10477,29.01992
41.10477_29.02163,148.8,172.0,-89.78200000000001,-95.78,-100.784,642259.2,-11.72,6.095999999999999,-35.535,-24.895,68.0,-8.412,-19.875999999999998,41.10477,29.02163
41.10477_29.02303,124.5,173.0,-83.94,-103.34,-99.02000000000001,642000.0,-11.07,11.795,-25.869999999999997,-15.09,25.5,-12.695,-23.619999999999997,41.10477,29.02303
41.10477_29.02305,107.14285714285714,150.14285714285714,-82.74857142857142,-100.61428571428573,-96.46,641814.8571428572,-11.08,10.370000000000001,-25.478571428571424,-14.684285714285712,31.571428571428573,-11.795714285714286,-22.73714285714286,41.104769999999995,29.02305
41.10477_29.0231,3.0,68.0,-80.5675,-93.6525,-86.67,642688.0,-11.98,4.47,-25.07,-14.292499999999999,15.5,-6.54,-18.0775,41.10477,29.0231
41.10477_29.02358,185.25,225.5,-92.52999999999999,-113.5,-103.63749999999999,642648.0,-14.9675,1.4574999999999998,-27.0275,-16.2775,31.75,-14.46,-25.4125,41.10477,29.02358
41.10477_29.02363,84.0,138.0,-87.49666666666667,-104.86000000000001,-97.83666666666666,641568.0,-11.756666666666668,7.599999999999999,-24.319999999999997,-13.479999999999999,21.333333333333332,-8.88,-20.18,41.10477,29.02363
41.10477_29.02377,127.33333333333333,3.0,-88.34333333333332,-96.17,-85.08,641568.0,-13.12,1.1500000000000001,-25.935000000000002,-15.17,13.0,-2.145,-14.844999999999999,41.10477,29.02377
41.10477_29.02383,201.5,3.0,-91.8825,-92.47,-88.09,642648.0,-12.1625,7.64,-23.15,-12.28,13.0,-7.42,-18.76,41.10477,29.02383
41.10478_29.01606,0.0,0.0,-200.0,-200.0,-200.0,642000.0,-30.0,-200.0,-30.0,-200.0,0.0,-200.0,-30.0,41.10478,29.01606
41.10478_29.02302,165.0,208.0,-86.41666666666667,-108.98666666666666,-103.21999999999998,642432.0,-10.833333333333334,13.273333333333332,-28.326666666666668,-17.576666666666668,29.666666666666668,-12.283333333333331,-23.163333333333338,41.10478,29.02302
41.10478_29.02307,3.0,59.0,-79.58200000000002,-90.46600000000001,-88.58,642256.0,-11.776000000000002,5.302,-22.66,-11.741999999999999,28.0,-9.692,-20.776,41.10478,29.02307
41.10478_29.02309,3.0,68.0,-82.925,-92.59166666666665,-87.665,642192.0,-12.453333333333333,2.8249999999999997,-22.115,-11.161666666666667,16.333333333333332,-5.47,-17.189999999999998,41.10478,29.02309
41.10478_29.02369,124.5,173.0,-89.725,-104.09666666666668,-98.91750000000002,642000.0,-12.282499999999999,5.4175,-25.06,-14.263333333333334,21.333333333333332,-8.31,-20.07,41.10478,29.02369
41.10478_29.02374,117.33333333333333,175.66666666666666,-93.67666666666666,-107.76666666666667,-99.35666666666668,642432.0,-18.213333333333335,-4.7,-23.356666666666666,-12.42,109.66666666666667,-3.2433333333333336,-17.91333333333333,41.10478,29.02374
41.10478_29.02389,157.0,3.0,-89.035,-95.52,-88.23,642000.0,-11.254999999999999,9.35,-25.54,-14.78,13.0,-6.81,-18.25,41.10478,29.02389
41.10478_29.02394,68.0,3.0,-80.02,-97.21,-94.14,640704.0,-10.91,11.5,-28.11,-17.41,13.0,-14.26,-25.03,41.10478,29.02394
41.10479_29.02163,124.5,145.5,-84.50500000000002,-102.655,-94.281,642000.0,-11.655000000000001,8.968,-39.95,-33.195,45.5,-5.491999999999999,-17.46,41.10479,29.02163
41.10479_29.023,129.83333333333334,160.16666666666666,-82.81833333333334,-103.86666666666666,-96.88499999999999,642000.0,-15.020000000000001,3.9950000000000006,-27.126666666666665,-16.381666666666664,38.0,-14.421666666666667,-25.33,41.10479,29.023
41.10479_29.02379,139.2,113.0,-87.41,-104.128,-96.81400000000001,641740.8,-11.607999999999999,7.306,-24.518000000000004,-13.681999999999999,23.0,-9.042,-20.366000000000003,41.10479,29.02379
41.10479_29.02384,201.5,89.25,-94.42500000000001,-113.27499999999999,-105.475,642648.0,-11.184999999999999,9.1875,-27.3625,-16.5925,151.75,-7.205,-19.122500000000002,41.10479,29.02384
41.10479_29.02389,139.2,65.0,-88.182,-103.58,-100.336,641740.8,-11.51,8.053999999999998,-28.4375,-17.735,79.25,-10.5,-22.084,41.10479,29.02389
41.10479_29.02399,174.8,94.66666666666667,-91.72,-105.72666666666667,-99.56333333333333,642259.2,-11.762,6.614,-25.783333333333335,-14.826666666666668,21.333333333333332,-10.47,-21.55333333333333,41.10479,29.023990000000005
41.1047_29.02163,141.85714285714286,164.42857142857142,-81.09428571428573,-93.43333333333334,-97.53714285714285,642185.1428571428,-11.814285714285713,7.4557142857142855,-38.99,-30.0,68.0,-9.677142857142858,-20.900000000000002,41.1047,29.02163
41.1047_29.02288,185.25,211.75,-85.9525,-108.41000000000001,-104.26000000000002,642648.0,-10.7775,14.36,-27.956666666666663,-17.23333333333333,48.0,-14.3975,-25.2325,41.1047,29.02288
41.1047_29.02292,63.75,106.75,-74.99,-96.405,-92.91250000000001,641352.0,-10.7725,14.537500000000001,-29.855,-19.18,33.0,-15.7925,-26.56,41.1047,29.02292
41.1047_29.02296,124.5,173.0,-80.695,-103.535,-99.16499999999999,642000.0,-10.754999999999999,14.715,-28.759999999999998,-18.045,25.5,-16.42,-27.14,41.1047,29.02296
41.10481_29.01602,0.0,0.0,-200.0,-200.0,-200.0,645526.6666666666,-30.0,-200.0,-30.0,-200.0,0.0,-200.0,-30.0,41.10481,29.01602
41.10481_29.02163,125.75,144.25,-81.83250000000001,-99.27,-95.52250000000001,642000.0,-11.23375,10.35125,-30.0,-35.64,23.0,-7.608750000000001,-19.10625,41.10481,29.02163
41.10481_29.02303,3.0,68.0,-79.062,-90.97999999999999,-87.136,642256.0,-11.748000000000001,5.63,-23.672,-12.785999999999998,15.0,-8.612,-19.82,41.10481,29.023029999999995
41.10481_29.02409,157.0,3.0,-91.2075,-100.77000000000001,-92.12,642000.0,-11.2,9.36,-31.830000000000002,-21.17,13.0,-12.295,-23.185,41.10481,29.02409
41.10482_29.02162,154.875,178.625,-85.8725,-200.0,-103.32124999999999,642324.0,-11.155000000000001,11.57375,-30.0,-200.0,0.0,-10.091249999999999,-21.22875,41.10482,29.02162
41.10482_29.02302,3.0,68.0,-78.14999999999999,-89.14833333333333,-86.37666666666668,642192.0,-11.826666666666666,5.165,-22.833333333333332,-11.924999999999999,18.0,-8.844999999999999,-20.051666666666666,41.10482,29.02302
41.10482_29.02404,157.0,20.5,-87.76249999999999,-102.53333333333332,-101.74,642000.0,-11.035,11.102500000000001,-26.75666666666667,-16.023333333333333,101.33333333333333,-8.1975,-19.535,41.10482,29.02404
41.10482_29.02414,201.5,3.0,-99.69500000000001,-98.74,-93.17,642648.0,-11.63,6.185,-28.06,-17.36,13.0,-11.58,-22.48,41.10482,29.02414
41.10483_29.01991,76.25,16.333333333333332,-97.21749999999999,-103.87333333333333,-93.59333333333332,641352.0,-14.61,-1.085,-25.21666666666667,-14.396666666666667,3.0,-2.2733333333333334,-14.94,41.10483,29.01991
41.10483_29.02298,165.0,208.0,-87.71,-104.745,-103.07000000000001,642432.0,-12.546666666666667,6.259999999999999,-25.1,-14.280000000000001,25.5,-13.71,-24.566666666666666,41.10483,29.02298
41.10483_29.02418,157.0,3.0,-93.945,-101.11,-90.82,642000.0,-11.684999999999999,6.29,-30.69,-20.03,13.0,-10.46,-21.45,41.10483,29.02418
41.10484_29.01599,0.0,0.0,-200.0,-200.0,-200.0,643296.0,-30.0,-200.0,-30.0,-200.0,0.0,-200.0,-30.0,41.10484,29.01599
41.10484_29.02163,125.75,144.25,-83.0025,-100.23,-96.28625,642000.0,-11.55625,10.3475,-39.86,-29.25,23.0,-6.2325,-18.01875,41.10484,29.02163
41.10484_29.02297,124.5,173.0,-85.10499999999999,-104.255,-100.695,642000.0,-11.020000000000001,11.28,-25.615000000000002,-14.835,30.5,-12.875,-23.757500000000004,41.10484,29.02297
41.10484_29.02302,3.0,57.0,-75.392,-87.924,-85.658,640704.0,-11.482000000000001,7.2620000000000005,-23.976,-13.132,28.0,-10.66,-21.735999999999997,41.10484,29.023019999999995
41.10484_29.02408,157.0,20.5,-90.175,-99.755,-103.6925,642000.0,-11.08,9.6225,-30.925,-20.265,44.5,-9.82,-20.935,41.10484,29.02408
41.10484_29.02423,127.33333333333333,3.0,-86.50333333333333,-99.93,-94.08500000000001,641568.0,-11.176666666666668,11.793333333333331,-33.395,-22.755,44.5,-17.79,-28.48,41.10484,29.02423
41.10485_29.02163,124.5,145.5,-83.17125,-97.65333333333335,-98.67125000000001,642000.0,-11.151250000000001,11.9025,-36.150000000000006,-27.106666666666666,23.0,-7.665,-19.0875,41.10485,29.02163
41.10485_29.02301,40.142857142857146,30.857142857142858,-77.50714285714287,-89.04714285714286,-81.08571428571429,642026.6666666666,-12.722857142857142,2.2885714285714287,-24.25,-13.422857142857142,17.285714285714285,-4.208571428571429,-16.301428571428573,41.10485,29.02301
41.10485_29.02412,157.0,20.5,-88.58,-98.23,-104.935,642000.0,-10.942499999999999,12.125000000000002,-33.065,-22.425,18.0,-13.0175,-24.035,41.10485,29.02412
41.10485_29.02428,201.5,3.0,-101.275,-101.95,-90.83,642648.0,-12.4425,4.3075,-34.82,-24.19,76.0,-13.38,-24.2,41.10485,29.02428
41.10486_29.0199,190.25,13.0,-110.53999999999999,-105.94,-94.37,642648.0,-18.5975,-6.155000000000001,-28.13,-17.44,3.0,-4.66,-16.55,41.10486,29.0199
41.10486_29.02163,102.2,117.0,-82.248,-95.08666666666666,-95.28999999999999,641740.8,-11.478000000000002,10.690000000000001,-34.629999999999995,-23.986666666666668,23.0,-7.970000000000001,-19.630000000000003,41.10486,29.02163
41.10486_29.02296,185.25,225.5,-90.95250000000001,-111.67750000000001,-106.12,642648.0,-11.04,11.840000000000002,-24.3075,-13.4275,34.25,-13.515,-24.4125,41.10486,29.02296
41.10486_29.023,3.0,68.0,-76.63166666666667,-89.03500000000001,-85.105,642192.0,-11.621666666666664,6.118333333333332,-24.031666666666666,-13.181666666666667,16.333333333333332,-8.91,-20.086666666666666,41.10486,29.023
41.10486_29.02416,186.66666666666666,3.0,-94.72333333333334,-100.3,-92.96,642432.0,-12.089999999999998,6.726666666666667,-34.46,-23.82,13.0,-15.89,-26.61,41.10486,29.02416
41.10486_29.02419,112.5,3.0,-84.29,-99.83333333333333,-91.11,641352.0,-11.6025,9.435,-33.49666666666667,-22.849999999999998,19.666666666666668,-14.113333333333335,-24.906666666666666,41.10486,29.02419
41.10486_29.02433,139.2,3.0,-90.454,-99.05,-91.52666666666666,641740.8,-12.098,7.67,-33.13666666666666,-22.496666666666666,34.0,-14.693333333333333,-25.49,41.10486,29.02433
41.10487_29.01597,0.0,0.0,-200.0,-200.0,-200.0,642432.0,-30.0,-200.0,-30.0,-200.0,0.0,-200.0,-30.0,41.10487,29.01597
41.10487_29.02163,124.5,130.77777777777777,-82.146,-93.318,-95.52111111111111,642000.0,-12.399000000000001,8.381,-33.168,-22.526,23.0,-7.638888888888889,-19.15555555555555,41.10487,29.02163
41.10487_29.02423,201.5,20.5,-98.9375,-99.45,-104.905,642648.0,-11.5525,7.3325000000000005,-32.94,-22.29,13.0,-11.21,-22.325000000000003,41.10487,29.02423
41.10487_29.02437,68.0,3.0,-75.2,-99.18,-92.03,640704.0,-10.73,15.39,-34.81,-24.18,13.0,-16.86,-27.56,41.10487,29.02437
41.10487_29.02442,201.5,3.0,-96.93249999999999,-102.51,-91.48,642648.0,-18.14,-2.9250000000000003,-36.5,-25.88,13.0,-14.59,-25.35,41.10487,29.02442
41.10487_29.02446,112.5,3.0,-86.26,-99.89333333333333,-94.29666666666667,641352.0,-12.14,9.965000000000002,-32.76666666666667,-22.12,13.0,-16.63,-27.343333333333334,41.10487,29.02446
41.10488_29.02296,124.5,165.5,-85.67333333333333,-103.74333333333334,-99.80833333333334,642000.0,-11.950000000000001,7.328333333333333,-24.87166666666667,-14.046666666666667,38.0,-11.793333333333335,-22.811666666666667,41.10488,29.02296
41.10488_29.02299,3.0,68.0,-76.774,-88.826,-85.716,641136.0,-11.602,6.2620000000000005,-23.657999999999998,-12.812000000000001,13.0,-9.366,-20.54,41.10488,29.022990000000004
41.10488_29.02427,157.0,3.0,-92.21666666666665,-97.89333333333333,-92.36666666666667,642000.0,-13.190000000000003,5.435000000000001,-32.1,-21.44666666666667,16.333333333333332,-15.843333333333334,-26.573333333333334,41.10488,29.02427
41.10488_29.02451,157.0,3.0,-95.5025,-101.87,-92.94999999999999,642259.2,-13.415000000000001,4.8725000000000005,-34.495000000000005,-23.86,13.0,-14.89,-25.7,41.10488,29.02451
41.10489_29.01989,134.5,13.0,-102.245,-106.68,-94.3,642000.0,-14.795,-1.185,-28.67,-17.98,3.0,-4.05,-16.12,41.10489,29.01989
41.10489_29.02162,111.0,131.88888888888889,-83.41000000000001,-90.912,-98.53444444444443,641856.0,-11.054444444444444,11.563333333333334,-28.766,-18.074,21.0,-9.610000000000001,-20.781111111111112,41.10489,29.02162
41.10489_29.02298,3.0,40.5,-77.085,-91.04833333333333,-88.67500000000001,642034.2857142857,-11.253333333333336,8.056666666666667,-25.216666666666665,-14.435000000000002,40.5,-11.918333333333335,-22.833333333333332,41.10489,29.02298
41.10489_29.02432,127.33333333333333,3.0,-86.89,-100.66,-91.81,641568.0,-12.46,8.416666666666666,-33.805,-23.165,13.0,-15.725000000000001,-26.465,41.10489,29.02432
41.10489_29.02455,157.0,3.0,-97.06,-101.11,-92.91,642000.0,-16.025,0.28500000000000014,-30.45,-19.79,76.0,-11.93,-22.82,41.10489,29.02455
41.10489_29.0246,157.0,3.0,-100.11500000000001,-98.74,-93.24,642432.0,-16.26,-0.1299999999999999,-28.38,-17.7,13.0,-12.02,-22.9,41.10489,29.024600000000003
41.1048_29.01991,168.33333333333334,23.0,-106.68833333333333,-105.255,-95.735,642432.0,-16.261666666666667,-3.06,-26.765,-16.04,3.0,-5.3149999999999995,-17.240000000000002,41.1048,29.01991
41.1048_29.02163,107.14285714285714,126.57142857142857,-78.15142857142857,-105.21,-92.97428571428573,641814.8571428572,-11.071428571428571,10.912857142857144,-30.0,-200.0,23.0,-10.035714285714286,-21.132857142857144,41.1048,29.02163
41.1048_29.02299,107.14285714285714,158.0,-83.20142857142856,-102.08571428571429,-96.94428571428571,641814.8571428572,-11.022857142857143,10.535714285714283,-26.22714285714286,-15.457142857142856,25.142857142857142,-12.320000000000002,-23.205714285714286,41.1048,29.02299
41.1048_29.02304,3.0,57.0,-78.34200000000001,-91.36799999999998,-89.398,641136.0,-11.443999999999999,7.394,-24.474,-13.644,17.0,-11.526,-22.497999999999998,41.1048,29.023039999999998
41.1048_29.02306,3.0,38.0,-78.86666666666666,-88.05,-87.17833333333333,642192.0,-11.966666666666669,4.668333333333333,-21.139999999999997,-10.066666666666668,42.166666666666664,-9.128333333333334,-20.268333333333334,41.1048,29.02306
41.1048_29.02395,127.33333333333333,14.666666666666666,-87.86000000000001,-98.245,-98.90000000000002,641568.0,-11.163333333333334,9.389999999999999,-26.165,-15.425,13.0,-7.93,-19.263333333333332,41.1048,29.02395
41.1048_29.024,157.0,23.0,-86.235,-91.565,-101.7675,642000.0,-13.545000000000002,1.65,-22.119999999999997,-11.18,8.0,-8.76,-20.005,41.1048,29.024
41.1048_29.02404,127.33333333333333,3.0,-85.23666666666666,-99.015,-90.7,641568.0,-11.050000000000002,11.056666666666665,-33.805,-23.165,18.0,-14.705,-25.485,41.1048,29.02404
41.10491_29.02162,139.11111111111111,144.25,-88.14666666666666,-87.2375,-100.6525,642144.0,-13.799999999999999,3.6399999999999997,-21.9,-10.9275,23.0,-7.672499999999999,-19.146250000000002,41.10491,29.02162
41.10491_29.02163,124.5,145.5,-86.33999999999999,-88.77,-99.56666666666666,642000.0,-13.068333333333333,5.6833333333333345,-24.426666666666666,-13.596666666666666,23.0,-6.6933333333333325,-18.523333333333337,41.10491,29.02163
41.10491_29.02298,6.333333333333333,34.666666666666664,-77.90833333333333,-89.11,-85.34666666666668,642192.0,-12.098333333333334,4.55,-23.301666666666662,-12.423333333333334,51.333333333333336,-8.116666666666667,-19.535,41.10491,29.02298
41.10491_29.02439,127.33333333333333,39.5,-88.52,-99.955,-97.025,641568.0,-13.816666666666668,8.326666666666668,-33.394999999999996,-22.755,8.0,-20.215,-30.880000000000003,41.10491,29.02439
41.10491_29.02474,68.0,3.0,-77.78,-100.08,-95.88,640704.0,-10.71,16.0,-33.02,-22.38,13.0,-18.14,-28.82,41.10491,29.02474
41.10492_29.01987,95.66666666666667,15.5,-99.13166666666666,-105.865,-95.70750000000001,641568.0,-14.616666666666667,-0.6749999999999998,-26.474999999999998,-15.735,12.25,-4.18,-16.314999999999998,41.10492,29.01987
41.10492_29.02162,143.28571428571428,163.0,-91.15857142857143,-92.32333333333334,-103.78571428571429,642185.1428571428,-11.632857142857144,9.125714285714286,-25.95,-15.176666666666668,38.0,-7.96,-19.562857142857144,41.10492,29.021620000000002
41.10492_29.02443,186.66666666666666,3.0,-100.59999999999998,-101.465,-91.595,642432.0,-14.61,1.1400000000000003,-33.980000000000004,-23.34,13.0,-13.05,-23.915,41.10492,29.02443
41.10492_29.0248,112.5,6.333333333333333,-88.055,-98.29666666666667,-97.73666666666666,642185.1428571428,-11.844999999999999,10.445,-29.55333333333333,-18.873333333333335,9.666666666666666,-18.42,-29.106666666666666,41.10492,29.0248
41.10493_29.01591,0.0,0.0,-200.0,-200.0,-200.0,642432.0,-30.0,-200.0,-30.0,-200.0,0.0,-200.0,-30.0,41.10493,29.01591
41.10493_29.02162,126.375,143.625,-86.8375,-89.0375,-98.8675,642000.0,-13.13125,5.37125,-25.214999999999996,-14.415,23.0,-7.228125,-18.88375,41.10493,29.02162
41.10493_29.02294,148.8,50.0,-85.284,-106.30199999999999,-104.872,642259.2,-14.156,4.984,-26.476,-15.707999999999998,176.0,-11.5,-22.53,41.10493,29.02294
41.10493_29.02297,3.0,59.0,-77.24,-89.94399999999999,-87.22600000000001,642404.5714285715,-11.452000000000002,6.830000000000001,-24.154,-13.331999999999999,26.0,-10.416,-21.428,41.10493,29.022970000000004
41.10493_29.02485,68.0,3.0,-77.95,-97.58,-96.9,642000.0,-10.73,15.36,-30.35,-19.69,13.0,-19.01,-29.68,41.10493,29.02485
41.10494_29.02296,3.0,57.0,-72.21000000000001,-89.922,-86.99,641136.0,-10.924,11.534,-28.595999999999997,-17.89,26.0,-14.936000000000002,-25.7,41.10494,29.02296
41.10494_29.02447,139.2,3.0,-92.474,-100.40333333333335,-93.28333333333335,641740.8,-14.151999999999997,4.4079999999999995,-31.813333333333333,-21.156666666666666,13.0,-13.753333333333336,-24.646666666666665,41.10494,29.02447
41.10494_29.02452,169.71428571428572,3.0,-100.41285714285716,-100.46666666666665,-94.17666666666666,642185.1428571428,-14.071428571428571,2.734285714285714,-30.99666666666667,-20.323333333333334,13.0,-13.89,-24.700000000000003,41.10494,29.02452
41.10494_29.02491,68.0,8.0,-77.92500000000001,-98.375,-97.63,642259.2,-10.719999999999999,15.815000000000001,-31.08,-20.415,8.0,-19.65,-30.314999999999998,41.10494,29.02491
41.10495_29.01589,0.0,0.0,-200.0,-200.0,-200.0,643673.0,-30.0,-200.0,-30.0,-200.0,0.0,-200.0,-30.0,41.10495,29.01589
41.10495_29.01985,171.66666666666666,13.0,-103.21999999999998,-107.81,-96.14,642432.0,-13.979999999999999,0.46333333333333354,-30.5,-19.84,3.0,-7.51,-18.82,41.10495,29.01985
41.10495_29.02162,108.57142857142857,125.14285714285714,-83.81000000000002,-89.875,-94.22,641814.8571428572,-13.287142857142857,4.311428571428571,-27.472499999999997,-16.7525,23.0,-4.7700000000000005,-16.874285714285712,41.104949999999995,29.021620000000002
41.10495_29.02295,3.0,16.333333333333332,-69.20166666666667,-86.58666666666666,-85.71499999999999,642192.0,-10.916666666666666,12.293333333333331,-28.23166666666667,-17.51833333333333,51.333333333333336,-16.711666666666666,-27.44333333333333,41.10495,29.02295
41.10495_29.02456,68.0,3.0,-78.025,-103.47,-96.20500000000001,641568.0,-10.71,16.295,-33.46,-22.810000000000002,44.5,-18.215,-28.9,41.10495,29.024559999999997
