loc_key,UL_NR_UE_PCI_0,UL_NR_UE_Throughput_RLC_UL,UL_NR_UE_Power_Tx_PUSCH_0,UL_App_Throughput_UL,UL_NR_UE_NACK_Rate_UL_0,UL_NR_UE_RSRP_0,UL_NR_UE_Nbr_PCI_0,UL_NR_UE_RSRQ_0,UL_NR_UE_Nbr_RSRP_0,UL_NR_UE_Nbr_RSRQ_0,UL_NR_UE_Nbr_RSRP_1,UL_NR_UE_SINR_0,UL_NR_UE_Nbr_PCI_1,UL_NR_UE_Nbr_RSRQ_1,UL_NR_UE_Timing_Advance,UL_Latitude,UL_Longitude,UL_NR_UE_PCI_0_lat,UL_NR_UE_PCI_0_lon,UL_NR_UE_PCI_0_azimuth,UL_NR_UE_PCI_0_height,UL_NR_UE_Nbr_PCI_0_lat,UL_NR_UE_Nbr_PCI_0_lon,UL_NR_UE_Nbr_PCI_0_azimuth,UL_NR_UE_Nbr_PCI_0_height,UL_NR_UE_Nbr_PCI_1_lat,UL_NR_UE_Nbr_PCI_1_lon,UL_NR_UE_Nbr_PCI_1_azimuth,UL_NR_UE_Nbr_PCI_1_height
41.10433_29.0234,3,66231.425,20.25,72338.62,9.9,-90.25,13,-12.0,-97.19999999999999,-19.15,-104.65,6.7,23,-24.450000000000003,,41.10433,29.0234,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1058417,29.0205028,130.0,6.0
41.10434_29.02337,3,67581.73499999999,20.200000000000003,71311.91,9.8,-90.1,18,-12.7,-97.25,-18.0,-99.7,4.35,23,-20.4,,41.10434,29.02337,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,41.1058417,29.0205028,130.0,6.0
41.10435_29.02009,13,79152.755,17.6,66765.91,5.7,-76.35,3,-10.85,-87.25,-18.4,-200.0,14.7,0,-30.0,,41.10435,29.02009,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10435_29.02013,13,6354.735,17.65,15839.8,0.0,-73.89999999999999,3,-10.6,-84.26666666666667,-18.433333333333334,-200.0,14.266666666666666,0,-30.0,,41.10435,29.02013,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10435_29.02032,13,74041.225,17.6,118041.68,9.25,-75.30000000000001,3,-10.5,-90.05,-18.5,-200.0,24.2,0,-30.0,,41.10435,29.02032,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10435_29.02335,3,68499.965,20.299999999999997,45670.35,8.7,-87.7,45,-12.0,-98.95,-18.1,-100.2,3.95,68,-20.1,,41.10435,29.02335,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0
41.10436_29.02004,13,96014.42,17.5,110276.74,9.55,-74.95,3,-10.6,-88.6,-18.5,-200.0,15.2,0,-30.0,,41.10436,29.02004,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10436_29.02005,13,101797.94,17.5,96292.98,6.75,-73.85,3,-10.65,-83.2,-19.75,-200.0,17.55,0,-30.0,,41.10436,29.02005,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10436_29.02006,13,102109.19,17.5,94796.64,6.75,-73.75,3,-10.55,-85.9,-17.95,-200.0,15.45,0,-30.0,,41.10436,29.02006,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10436_29.02007,13,94795.125,17.5,83926.26,8.7,-78.8,3,-10.9,-99.9,-23.1,-200.0,15.2,0,-30.0,,41.10436,29.02007,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10436_29.02016,13,4.57,17.5,,0.0,-70.65,0,-10.7,-200.0,-30.0,-200.0,15.0,0,-30.0,,41.10436,29.02016,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10436_29.02018,13,3.155,17.5,,0.0,-71.0,3,-10.4,-84.4,-19.0,-200.0,14.2,0,-30.0,,41.10436,29.02018,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10436_29.02333,3,63907.825,19.65,71809.43,8.8,-89.35,18,-12.350000000000001,-116.35,-18.5,-107.55000000000001,5.65,45,-16.6,,41.10436,29.023330000000005,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10436_29.02334,3,64933.83,20.15,70306.12,10.149999999999999,-86.45,13,-11.7,-122.55,-19.4,-98.65,5.449999999999999,68,-19.6,,41.10436,29.02334,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0
41.10437_29.01644,68,192.375,22.4,,12.149999999999999,-124.94999999999999,3,-18.3,-129.3,-22.75,-120.65,-8.1,13,-14.95,,41.10437,29.01644,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0
41.10437_29.02003,13,99168.895,17.5,74892.4,7.75,-74.15,3,-10.65,-92.65,-21.9,-200.0,15.0,0,-30.0,,41.10437,29.02003,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10437_29.02021,13,2.8699999999999997,17.5,,0.25,-70.2,3,-10.5,-90.19999999999999,-21.65,-200.0,16.75,0,-30.0,,41.10437,29.020210000000002,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10437_29.02032,13,72149.935,17.724999999999998,67473.505,8.625,-74.775,3,-10.475,-94.7,-22.166666666666668,-200.0,26.450000000000003,0,-30.0,,41.10437,29.02032,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10437_29.02331,3,71321.52,20.2,69257.87,7.1,-87.6,23,-11.9,-101.8,-19.1,-95.0,5.4,68,-17.8,,41.10437,29.02331,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0,41.1054694,29.0278333,255.0,18.0
41.10438_29.02002,13,105545.92,17.5,,5.25,-74.9,3,-10.55,-89.19999999999999,-22.0,-200.0,21.9,0,-30.0,,41.10438,29.02002,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10438_29.02024,13,,17.5,,0.5,-70.03333333333333,3,-10.5,-90.03333333333332,-22.53333333333333,-200.0,16.9,0,-30.0,,41.10438,29.02024,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10438_29.02033,13,72444.08,17.7,69740.45,8.2,-75.3,3,-10.5,-90.8,-17.9,-200.0,28.3,0,-30.0,,41.10438,29.02033,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10438_29.0233,3,68236.26666666668,19.766666666666666,70283.65,10.133333333333333,-86.8,49,-11.799999999999999,-93.7,-17.366666666666664,-94.2,6.933333333333333,68,-18.6,,41.10438,29.0233,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0
41.10439_29.01642,68,179.3,22.4,,10.8,-124.7,3,-18.0,-137.3,-29.3,-122.1,-8.2,13,-15.4,,41.10439,29.01642,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0
41.10439_29.0203,13,,17.5,,0.0,-70.7,3,-10.7,-82.8,-22.4,-200.0,16.1,0,-30.0,,41.10439,29.020300000000002,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10439_29.02033,13,76902.37875,17.612499999999997,70684.8175,9.175,-74.7,3,-10.4625,-95.4875,-21.675,-200.0,25.6875,0,-30.0,,41.10439,29.02033,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10439_29.02034,13,79677.405,17.5,69323.94,9.2,-75.25,3,-10.350000000000001,-113.30000000000001,-28.4,-200.0,22.25,0,-30.0,,41.10439,29.02034,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10439_29.02036,13,62556.125,17.55,,2.5,-72.94999999999999,3,-10.75,-100.85,-25.05,-200.0,15.25,0,-30.0,,41.10439,29.02036,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10439_29.02327,3,69963.675,19.35,66707.31,9.25,-85.55,13,-11.6,-96.35,-18.85,-95.1,6.15,68,-19.0,,41.10439,29.02327,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0
41.10439_29.02329,3,71737.035,19.1,49201.23,10.0,-85.35,13,-11.649999999999999,-106.95,-23.200000000000003,-93.69999999999999,6.15,68,-17.75,,41.10439,29.02329,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0
41.1043_29.02346,3,,17.5,,0.25,-89.35,13,-11.85,-101.65,-19.0,-104.15,6.699999999999999,23,-19.299999999999997,,41.1043,29.02346,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1058417,29.0205028,130.0,6.0
41.10441_29.02031,13,77976.41,17.5,70766.24,9.75,-80.85,3,-10.6,-89.30000000000001,-18.85,-200.0,21.15,0,-30.0,,41.104409999999994,29.02031,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10441_29.02042,13,93359.785,17.5,92500.77750000001,6.95,-74.94999999999999,3,-10.9,-82.35,-18.15,-200.0,12.4,0,-30.0,,41.10441,29.02042,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10441_29.02325,3,72728.625,18.95,71808.64,8.35,-86.35,23,-11.85,-116.30000000000001,-26.4,-95.69999999999999,8.75,68,-16.4,,41.104409999999994,29.02325,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0,41.1054694,29.0278333,255.0,18.0
41.10442_29.01639,68,182.32,22.4,,9.8,-125.1,3,-17.3,-134.1,-25.3,-122.2,-8.2,13,-15.2,,41.10442,29.01639,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0
41.10442_29.0203,13,77128.73999999999,17.6,70305.72,9.0,-76.5,3,-10.350000000000001,-110.8,-21.6,-200.0,20.549999999999997,0,-30.0,,41.10442,29.0203,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10442_29.0205,13,96183.72,17.5,98413.05,0.0,-69.7,3,-10.85,-80.7,-18.5,-200.0,12.4,0,-30.0,,41.10442,29.0205,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10442_29.02324,3,72634.86,19.15,73321.2,9.05,-85.05000000000001,40,-11.6,-99.05,-19.9,-93.7,8.3,68,-18.3,,41.10442,29.023240000000005,41.1043417,29.0217472,300.0,6.0,41.1070873,29.0226646,260.0,10.0,41.1054694,29.0278333,255.0,18.0
41.10443_29.01638,68,156.82,22.4,,12.0,-128.6,13,-20.4,-121.8,-14.6,-200.0,-9.1,0,-30.0,,41.10443,29.01638,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0
41.10443_29.02028,13,74994.035,17.700000000000003,71813.81,8.75,-74.35,0,-10.350000000000001,-200.0,-30.0,-200.0,21.85,0,-30.0,,41.10443,29.020279999999996,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10443_29.02059,13,95893.25,17.5,97434.09,0.0,-65.6,3,-10.4,-79.0,-15.8,-200.0,19.049999999999997,0,-30.0,,41.10443,29.02059,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10444_29.01636,68,166.77,22.4,,15.7,-125.4,3,-17.5,-128.0,-19.1,-122.5,-8.2,13,-15.1,,41.10444,29.016360000000002,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0
41.10444_29.01999,13,91394.61499999999,17.5,94870.07,8.5,-74.25,3,-10.55,-85.8,-18.9,-200.0,17.85,0,-30.0,,41.10444,29.01999,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10444_29.02025,13,73717.005,17.75,70829.09,8.5,-74.8,0,-10.3,-200.0,-30.0,-200.0,22.950000000000003,0,-30.0,,41.10444,29.02025,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10444_29.02026,13,74299.465,17.85,69781.79,8.5,-73.5,0,-10.5,-200.0,-30.0,-200.0,21.2,0,-30.0,,41.10444,29.02026,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10444_29.02322,3,71566.295,19.4,72794.77,9.5,-82.5,13,-11.05,-89.8,-17.75,-94.4,8.7,68,-21.6,,41.10444,29.02322,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0
41.10444_29.02323,3,69488.8,19.65,70307.12,10.649999999999999,-83.85,13,-11.8,-94.1,-18.7,-91.4,9.05,68,-16.0,,41.10444,29.02323,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0
41.10445_29.02069,13,102683.42499999999,17.45,94882.37,0.0,-62.199999999999996,3,-10.45,-79.1,-25.0,-200.0,24.9,0,-30.0,,41.10445,29.02069,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10446_29.02023,13,72603.02,17.8,,9.0,-72.9,0,-10.4,-200.0,-30.0,-200.0,24.1,0,-30.0,,41.10446,29.02023,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10446_29.02063,13,97176.24,17.5,,0.0,-69.55000000000001,3,-10.45,-107.75,-26.7,-200.0,22.1,0,-30.0,,41.10446,29.02063,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10446_29.02065,13,94649.945,17.5,80144.94,5.95,-70.45,3,-10.45,-85.0,-20.9,-200.0,20.6,0,-30.0,,41.10446,29.02065,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10446_29.02079,13,91744.405,17.5,93954.52,0.25,-65.0,3,-10.4,-80.9,-22.45,-200.0,27.05,0,-30.0,,41.10446,29.02079,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10446_29.02322,3,71394.785,19.5,70757.57,8.8,-86.1,13,-12.7,-94.35,-19.3,-90.9,7.0,68,-16.299999999999997,,41.10446,29.02322,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0
41.10447_29.01632,68,137.065,22.4,,13.149999999999999,-126.0,13,-17.4,-125.7,-17.25,-200.0,-7.699999999999999,0,-30.0,,41.10447,29.016319999999997,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0
41.10447_29.02052,13,95932.91,17.5,72862.12,0.5,-71.0,3,-10.6,-84.2,-16.5,-200.0,25.6,0,-30.0,,41.10447,29.020519999999998,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10447_29.02053,13,99387.905,17.5,123975.78,0.0,-67.25,3,-10.4,-97.45,-24.65,-200.0,23.2,0,-30.0,,41.10447,29.02053,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10447_29.0206,13,98922.745,17.5,105301.31,1.0,-73.1,3,-10.55,-89.15,-21.25,-200.0,20.9,0,-30.0,,41.10447,29.0206,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10447_29.02321,3,70115.81,20.1,72270.7,8.8,-84.4,68,-12.3,-94.0,-17.35,-200.0,6.9,0,-30.0,,41.10447,29.02321,41.1043417,29.0217472,300.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0
41.10448_29.01998,13,97253.19,17.5,,9.5,-72.05000000000001,3,-10.45,-99.75,-24.1,-200.0,22.75,0,-30.0,,41.10448,29.01998,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10448_29.02022,13,72125.42,17.9,69258.74,7.5,-72.2,0,-10.3,-200.0,-30.0,-200.0,21.2,0,-30.0,,41.10448,29.02022,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10448_29.02048,13,99226.735,17.5,105402.25,0.25,-68.89999999999999,3,-10.433333333333332,-95.16666666666667,-27.200000000000003,-200.0,23.933333333333334,0,-30.0,,41.10448,29.02048,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10448_29.0205,13,97047.225,17.5,96915.73,0.0,-67.55,3,-10.45,-80.8,-21.4,-200.0,23.55,0,-30.0,,41.10448,29.0205,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10448_29.02057,13,88773.39,17.5,77841.71,0.6666666666666666,-68.25,3,-10.4,-85.95,-22.95,-200.0,23.45,0,-30.0,,41.10448,29.02057,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10448_29.02059,13,108841.97,17.5,96909.76,1.0,-71.5,3,-10.55,-88.30000000000001,-22.0,-200.0,18.95,0,-30.0,,41.10448,29.02059,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10448_29.02069,13,96822.95000000001,17.55,,7.5,-74.4,0,-10.6,-200.0,-30.0,-200.0,18.45,0,-30.0,,41.10448,29.02069,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10448_29.02071,13,99622.35,17.6,97140.66500000001,5.0,-73.19999999999999,0,-10.6,-200.0,-30.0,-200.0,19.8,0,-30.0,,41.10448,29.02071,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10448_29.02073,13,96014.57500000001,17.6,,3.75,-71.45,0,-10.55,-200.0,-30.0,-200.0,20.700000000000003,0,-30.0,,41.10448,29.02073,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10448_29.02076,13,97389.255,17.566666666666666,94869.65,1.6666666666666667,-72.9,3,-10.6,-82.7,-17.7,-200.0,19.65,0,-30.0,,41.10448,29.02076,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10448_29.02088,13,93742.41500000001,17.4,94874.71,0.0,-59.400000000000006,3,-10.45,-91.94999999999999,-23.6,-200.0,24.15,0,-30.0,,41.10448,29.02088,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10448_29.0232,3,69189.63,19.4,64107.15,12.0,-87.1,68,-12.4,-96.0,-19.3,-200.0,5.8,0,-30.0,,41.10448,29.0232,41.1043417,29.0217472,300.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0
41.10449_29.02053,13,95220.67000000001,17.5,84919.62,2.3333333333333335,-70.19999999999999,3,-10.6,-86.05,-19.85,-200.0,22.0,0,-30.0,,41.10449,29.02053,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10449_29.02055,13,95307.63,17.5,96387.01,0.0,-71.55,3,-10.55,-81.4,-17.2,-200.0,21.4,0,-30.0,,41.10449,29.02055,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10449_29.02096,13,96559.70999999999,17.35,98413.77,0.0,-59.25,3,-10.4,-93.05000000000001,-23.9,-200.0,28.0,0,-30.0,,41.10449,29.02096,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.1044_29.02,13,101879.07,17.5,99756.41,7.55,-71.3,3,-10.5,-84.69999999999999,-19.700000000000003,-200.0,20.25,0,-30.0,,41.1044,29.02,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.1044_29.02033,13,76029.235,17.55,92388.54,8.0,-76.05000000000001,3,-10.55,-92.3,-21.5,-200.0,22.85,0,-30.0,,41.1044,29.02033,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.1044_29.02326,3,71763.26000000001,19.0,69780.33,8.7,-87.80000000000001,68,-12.05,-101.6,-21.45,-200.0,6.95,0,-30.0,,41.1044,29.02326,41.1043417,29.0217472,300.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0
41.10451_29.01628,68,109.545,22.4,,9.6,-126.15,13,-17.299999999999997,-125.25,-17.2,-126.25,-8.45,40,-18.1,,41.10451,29.01628,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,40.0,6.0,41.1070873,29.0226646,260.0,10.0
41.10451_29.0204,13,110253.93,17.5,97024.45,4.633333333333334,-72.85,0,-10.5,-200.0,-30.0,-200.0,21.15,0,-30.0,,41.10451,29.0204,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10451_29.02042,13,109319.33,17.5,96387.12,2.0,-71.95,0,-10.5,-200.0,-30.0,-200.0,23.95,0,-30.0,,41.10451,29.02042,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10451_29.02044,13,78901.725,17.55,47119.38,3.75,-71.6,0,-10.5,-200.0,-30.0,-200.0,23.4,0,-30.0,,41.10451,29.02044,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10451_29.02087,13,3.495,17.5,,0.25,-67.75,3,-10.5,-81.1,-23.5,-200.0,19.15,0,-30.0,,41.10451,29.02087,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10451_29.02089,13,4.6,17.5,,0.0,-69.5,3,-10.6,-79.5,-18.4,-200.0,15.75,0,-30.0,,41.10451,29.020889999999998,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10451_29.0209,13,6534.6050000000005,17.5,15845.11,0.25,-66.45,0,-10.5,-200.0,-30.0,-200.0,19.6,0,-30.0,,41.10451,29.0209,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10451_29.02092,13,93400.66,17.5,60605.79,0.0,-66.55,3,-10.5,-82.6,-20.0,-200.0,19.25,0,-30.0,,41.10451,29.02092,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10451_29.02093,13,87349.47,17.5,95403.24,0.0,-66.6,3,-10.6,-78.4,-21.85,-200.0,18.6,0,-30.0,,41.10451,29.02093,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10451_29.02095,13,112420.545,17.5,88845.67,0.0,-66.9,3,-10.5,-88.1,-22.95,-200.0,20.95,0,-30.0,,41.10451,29.02095,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10451_29.02114,13,112023.63,17.5,97954.09,0.0,-57.5,3,-10.4,-90.25,-26.1,-200.0,24.6,0,-30.0,,41.10451,29.02114,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10451_29.02121,13,94626.625,17.45,97890.84,0.0,-62.75,3,-10.55,-84.45,-24.1,-200.0,21.15,0,-30.0,,41.10451,29.02121,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10451_29.0232,3,79688.95999999999,17.5,70194.55,9.75,-83.35,68,-11.4,-87.5,-15.55,-200.0,10.25,0,-30.0,,41.10451,29.0232,41.1043417,29.0217472,300.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0
41.10452_29.02039,13,100814.975,17.5,92386.09,7.5,-73.2,3,-10.55,-90.0,-23.1,-200.0,21.15,0,-30.0,,41.10452,29.020390000000003,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10452_29.02041,13,98367.565,17.5,111176.25,8.25,-73.6,0,-10.6,-200.0,-30.0,-200.0,21.7,0,-30.0,,41.10452,29.02041,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10452_29.02096,13,91750.01,17.5,98421.25,0.25,-66.35,3,-10.5,-86.9,-24.5,-200.0,19.9,0,-30.0,,41.10452,29.02096,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10452_29.02098,13,107647.01999999999,17.5,103365.16,0.0,-67.65,0,-10.6,-200.0,-30.0,-200.0,20.3,0,-30.0,,41.10452,29.02098,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10452_29.02128,13,96512.025,17.4,96440.93,0.0,-61.449999999999996,3,-10.5,-93.95,-23.75,-200.0,18.5,0,-30.0,,41.10452,29.02128,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10452_29.02133,13,97627.955,17.4,77314.88,0.0,-59.6,3,-10.55,-75.35,-22.45,-200.0,22.25,0,-30.0,,41.10452,29.02133,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10453_29.01996,13,102736.55,17.5,95396.61,5.5,-69.2,3,-10.4,-94.4,-26.0,-200.0,23.65,0,-30.0,,41.10453,29.01996,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
41.10453_29.02037,13,99111.735,17.5,96387.05,9.5,-70.5,3,-10.4,-85.65,-24.05,-200.0,24.1,0,-30.0,,41.10453,29.020369999999996,41.1043417,29.0217472,40.0,6.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0
