Latitude,Longitude,NR_Scan_PCI_SortedBy_RSRP_0,NR_Scan_PCI_SortedBy_RSRP_1,NR_Scan_PCI_SortedBy_RSRP_2,NR_Scan_PCI_SortedBy_RSRP_3,NR_Scan_PCI_SortedBy_RSRP_4,NR_Scan_PCI_SortedBy_RSRP_5,NR_Scan_PCI_SortedBy_RSRP_6,NR_Scan_SSB_RSRP_SortedBy_RSRP_0,NR_Scan_SSB_RSRP_SortedBy_RSRP_1,NR_Scan_SSB_RSRP_SortedBy_RSRP_2,NR_Scan_SSB_RSRP_SortedBy_RSRP_3,NR_Scan_SSB_RSRP_SortedBy_RSRP_4,NR_Scan_SSB_RSRP_SortedBy_RSRP_5,NR_Scan_SSB_RSRP_SortedBy_RSRP_6,NR_Scan_SSB_RSRQ_SortedBy_RSRP_0,NR_Scan_SSB_RSRQ_SortedBy_RSRP_1,NR_Scan_SSB_RSRQ_SortedBy_RSRP_2,NR_Scan_SSB_RSRQ_SortedBy_RSRP_3,NR_Scan_SSB_RSRQ_SortedBy_RSRP_4,NR_Scan_SSB_RSRQ_SortedBy_RSRP_5,NR_Scan_SSB_RSRQ_SortedBy_RSRP_6,NR_Scan_SSB_SINR_SortedBy_RSRP_0,NR_Scan_SSB_SINR_SortedBy_RSRP_1,NR_Scan_SSB_SINR_SortedBy_RSRP_2,NR_Scan_SSB_SINR_SortedBy_RSRP_3,NR_Scan_SSB_SINR_SortedBy_RSRP_4,NR_Scan_SSB_SINR_SortedBy_RSRP_5,NR_Scan_SSB_SINR_SortedBy_RSRP_6
41.10776,29.02403,30.0,40.0,59.0,,,,,-66.47,-99.16,-106.62,,,,,-10.61,-38.97,-39.57,,,,,29.83,-28.35,-28.94,,,,
41.10775,29.02398,30.0,40.0,,,,,,-62.48,-97.24,,,,,,-10.61,,,,,,,32.21,-33.52,,,,,
41.10775,29.02398,30.0,40.0,,,,,,-59.92,-99.58,,,,,,-10.61,,,,,,,33.47,-39.29,,,,,
41.10775,29.02398,30.0,40.0,59.0,,,,,-64.63,-98.46,-108.25,,,,,-10.61,,,,,,,30.84,-30.96,-33.76,,,,
41.10773,29.02393,30.0,40.0,59.0,,,,,-62.95,-101.37,-101.72,,,,,-10.61,-36.96,-37.31,,,,,31.8,-26.33,-26.68,,,,
41.10773,29.02393,30.0,40.0,,,,,,-66.42,-102.57,,,,,,-10.61,,,,,,,30.69,-33.5,,,,,
41.10773,29.02393,30.0,,,,,,,-60.63,,,,,,,-10.61,,,,,,,32.82,,,,,,
41.10773,29.02393,30.0,,,,,,,-60.88,,,,,,,-10.61,,,,,,,33.45,,,,,,
41.10773,29.02393,30.0,40.0,59.0,,,,,-62.92,-98.21,-108.37,,,,,-10.61,-35.65,,,,,,32.43,-25.02,-35.17,,,,
41.10772,29.02388,30.0,,,,,,,-60.37,,,,,,,-10.61,,,,,,,34.14,,,,,,
41.10772,29.02388,30.0,,,,,,,-59.94,,,,,,,-10.61,,,,,,,34.19,,,,,,
41.10771,29.02383,30.0,40.0,59.0,,,,,-66.23,-97.62,-104.88,,,,,-10.62,,,,,,,28.95,-30.42,-29.99,,,,
41.10769,29.02379,30.0,40.0,,,,,,-63.46,-96.88,,,,,,-10.62,,,,,,,30.18,-32.33,,,,,
41.10769,29.02379,30.0,40.0,,,,,,-66.95,-95.24,,,,,,-10.62,-38.9,,,,,,26.16,-28.29,,,,,
41.10769,29.02379,30.0,40.0,,,,,,-64.39,-97.5,,,,,,-10.61,,,,,,,30.06,-31.9,,,,,
41.10769,29.02379,30.0,40.0,,,,,,-62.8,-101.81,,,,,,-10.61,,,,,,,32.26,-36.6,,,,,
41.10768,29.02376,30.0,40.0,,,,,,-62.06,-98.13,,,,,,-10.61,,,,,,,31.24,-32.43,,,,,
41.10768,29.02376,30.0,40.0,,,,,,-66.18,-99.0,,,,,,-10.61,,,,,,,30.01,-32.95,,,,,
41.10768,29.02376,30.0,40.0,,,,,,-60.45,-95.1,,,,,,-10.61,,,,,,,32.71,-32.51,,,,,
41.10767,29.02372,30.0,,,,,,,-60.67,,,,,,,-10.61,,,,,,,33.65,,,,,,
41.10767,29.02372,30.0,,,,,,,-60.47,,,,,,,-10.61,,,,,,,32.9,,,,,,
41.10767,29.02372,30.0,40.0,59.0,,,,,-63.45,-95.44,-107.94,,,,,-10.61,-32.4,,,,,,31.44,-21.75,-34.25,,,,
41.10767,29.02372,30.0,40.0,,,,,,-66.26,-93.11,,,,,,-10.62,-36.67,,,,,,26.35,-26.04,,,,,
41.10766,29.02369,30.0,40.0,,,,,,-64.27,-93.99,,,,,,-10.62,-38.69,,,,,,28.52,-28.07,,,,,
41.10766,29.02369,30.0,40.0,,,,,,-60.75,-96.39,,,,,,-10.61,-39.06,,,,,,32.02,-28.43,,,,,
41.10766,29.02366,30.0,40.0,,,,,,-57.12,-93.4,,,,,,-10.61,,,,,,,33.24,-34.02,,,,,
41.10766,29.02366,30.0,40.0,,,,,,-61.09,-94.22,,,,,,-10.62,,,,,,,30.74,-31.6,,,,,
41.10766,29.02366,30.0,,,,,,,-61.46,,,,,,,-10.62,,,,,,,30.33,,,,,,
41.10766,29.02366,30.0,40.0,,,,,,-60.41,-92.87,,,,,,-10.61,,,,,,,30.99,-30.26,,,,,
41.10765,29.02362,30.0,,,,,,,-54.41,,,,,,,-10.61,,,,,,,35.84,,,,,,
41.10765,29.02362,30.0,,,,,,,-53.49,,,,,,,-10.61,,,,,,,35.75,,,,,,
41.10764,29.02359,30.0,,,,,,,-51.8,,,,,,,-10.61,,,,,,,36.0,,,,,,
41.10764,29.02359,30.0,,,,,,,-54.88,,,,,,,-10.61,,,,,,,35.02,,,,,,
41.10764,29.02359,30.0,,,,,,,-56.54,,,,,,,-10.61,,,,,,,34.4,,,,,,
41.10764,29.02359,30.0,40.0,,,,,,-55.84,-91.39,,,,,,-10.61,,,,,,,34.46,-31.84,,,,,
41.10764,29.02356,30.0,40.0,,,,,,-55.08,-92.96,,,,,,-10.61,,,,,,,34.49,-34.04,,,,,
41.10764,29.02356,30.0,40.0,,,,,,-59.42,-94.26,,,,,,-10.61,,,,,,,32.04,-30.25,,,,,
41.10763,29.02353,30.0,40.0,,,,,,-63.11,-90.53,,,,,,-10.62,-38.65,,,,,,26.84,-28.04,,,,,
41.10763,29.02353,30.0,40.0,,,,,,-64.48,-91.45,,,,,,-10.62,-37.15,,,,,,26.06,-26.52,,,,,
41.10763,29.02349,30.0,40.0,,,,,,-71.17,-92.35,,,,,,-10.65,-31.83,,,,,,20.61,-21.18,,,,,
41.10763,29.02349,30.0,40.0,,,,,,-69.76,-93.9,,,,,,-10.63,-34.78,,,,,,22.88,-24.14,,,,,
41.10763,29.02349,30.0,40.0,,,,,,-69.37,-91.15,,,,,,-10.64,-32.53,,,,,,21.33,-21.89,,,,,
41.10762,29.02345,30.0,40.0,59.0,,,,,-70.48,-91.77,-104.87,,,,,-10.64,-31.59,-39.2,,,,,20.73,-20.94,-28.57,,,,
41.10762,29.02345,30.0,40.0,59.0,,,,,-68.08,-90.05,-102.92,,,,,-10.64,-32.15,,,,,,21.39,-21.5,-30.54,,,,
41.10762,29.02345,30.0,40.0,,,,,,-68.93,-93.74,,,,,,-10.63,-35.44,,,,,,23.84,-24.81,,,,,
41.10762,29.02341,30.0,40.0,,,,,,-64.59,-86.86,,,,,,-10.63,-32.97,,,,,,22.13,-22.33,,,,,
41.10762,29.02341,30.0,40.0,,,,,,-66.51,-90.11,,,,,,-10.63,-33.46,,,,,,22.97,-22.82,,,,,
41.10761,29.02336,30.0,40.0,,,,,,-66.17,-91.84,,,,,,-10.62,-34.61,,,,,,25.1,-23.97,,,,,
41.10761,29.02336,30.0,40.0,,,,,,-66.64,-89.84,,,,,,-10.63,-33.83,,,,,,22.85,-23.19,,,,,
41.10761,29.02336,30.0,40.0,59.0,,,,,-71.19,-88.61,-107.2,,,,,-10.69,-28.16,,,,,,17.28,-17.46,-34.43,,,,
41.10761,29.02336,30.0,40.0,,,,,,-70.36,-89.81,,,,,,-10.66,-29.9,,,,,,19.38,-19.23,,,,,
41.1076,29.02332,30.0,40.0,59.0,,,,,-72.98,-89.23,-106.93,,,,,-10.72,-26.96,-38.96,,,,,15.92,-16.23,-28.32,,,,
41.1076,29.02332,30.0,40.0,59.0,,,,,-74.45,-91.49,-106.06,,,,,-10.71,-27.37,-39.72,,,,,16.25,-16.66,-29.08,,,,
41.1076,29.02326,30.0,40.0,59.0,,,,,-74.31,-90.77,-108.03,,,,,-10.71,-26.85,-39.2,,,,,16.14,-16.13,-28.57,,,,
41.1076,29.02326,30.0,40.0,59.0,,,,,-72.39,-88.96,-108.89,,,,,-10.7,-27.31,-37.9,,,,,16.72,-16.6,-27.26,,,,
41.10759,29.02321,30.0,40.0,,,,,,-69.9,-87.6,,,,,,-10.69,-28.38,,,,,,17.57,-17.69,,,,,
41.10759,29.02321,30.0,40.0,,,,,,-69.19,-88.83,,,,,,-10.66,-30.63,,,,,,19.16,-19.98,,,,,
41.10759,29.02321,30.0,40.0,,,,,,-70.19,-89.94,,,,,,-10.66,-30.53,,,,,,19.3,-19.86,,,,,
41.10759,29.02321,30.0,40.0,,,,,,-69.83,-87.61,,,,,,-10.68,-28.61,,,,,,17.44,-17.92,,,,,
41.10758,29.02315,30.0,40.0,,,,,,-70.45,-87.81,,,,,,-10.69,-28.09,,,,,,17.29,-17.39,,,,,
41.10758,29.02315,30.0,40.0,,,,,,-71.52,-88.18,,,,,,-10.7,-27.37,,,,,,16.52,-16.66,,,,,
41.10757,29.0231,30.0,40.0,,,,,,-73.4,-87.83,,,,,,-10.77,-25.2,,,,,,14.19,-14.43,,,,,
41.10757,29.0231,30.0,40.0,,,,,,-73.05,-86.0,,,,,,-10.83,-23.77,,,,,,12.89,-12.94,,,,,
41.10757,29.0231,30.0,40.0,,,,,,-74.08,-85.87,,,,,,-10.89,-22.69,,,,,,11.65,-11.8,,,,,
41.10757,29.02306,30.0,40.0,,,,,,-76.54,-87.2,,,,,,-10.98,-21.64,,,,,,10.48,-10.67,,,,,
41.10757,29.02306,30.0,40.0,59.0,,,,,-78.73,-86.37,-109.4,,,,,-11.32,-18.97,,,,,,7.48,-7.66,-32.47,,,,
41.10757,29.02301,30.0,40.0,,,,,,-76.03,-85.24,,,,,,-11.12,-20.32,,,,,,9.06,-9.23,,,,,
41.10757,29.02301,30.0,40.0,,,,,,-77.23,-85.18,,,,,,-11.27,-19.21,,,,,,7.83,-7.95,,,,,
41.10757,29.02301,30.0,40.0,,,,,,-74.9,-85.26,,,,,,-11.0,-21.36,,,,,,10.27,-10.36,,,,,
41.10757,29.02301,30.0,40.0,59.0,,,,,-78.48,-81.03,-111.71,,,,,-12.53,-15.08,,,,,,2.56,-2.54,-35.13,,,,
41.10757,29.02301,30.0,40.0,,,,,,-77.39,-85.36,,,,,,-11.27,-19.25,,,,,,7.79,-7.99,,,,,
41.10757,29.02297,30.0,40.0,59.0,,,,,-76.31,-85.44,-108.76,,,,,-11.13,-20.25,,,,,,8.94,-9.13,-30.58,,,,
41.10757,29.02297,30.0,40.0,,,,,,-75.88,-85.13,,,,,,-11.11,-20.36,,,,,,9.13,-9.25,,,,,
41.10757,29.02294,30.0,40.0,,,,,,-74.16,-84.55,,,,,,-11.0,-21.4,,,,,,10.24,-10.4,,,,,
41.10758,29.0229,30.0,40.0,,,,,,-77.59,-83.7,,,,,,-11.59,-17.7,,,,,,5.94,-6.14,,,,,
41.10758,29.0229,30.0,40.0,,,,,,-78.84,-84.72,,,,,,-11.66,-17.55,,,,,,5.64,-5.95,,,,,
41.10758,29.0229,30.0,40.0,59.0,,,,,-78.59,-83.77,-110.61,,,,,-11.8,-16.98,,,,,,5.01,-5.22,-32.0,,,,
41.10758,29.0229,30.0,40.0,,,,,,-76.29,-82.87,,,,,,-11.49,-18.07,,,,,,6.47,-6.59,,,,,
41.10758,29.0229,30.0,40.0,,,,,,-77.36,-84.59,,,,,,-11.38,-18.62,,,,,,7.09,-7.26,,,,,
41.10759,29.02287,30.0,40.0,,,,,,-73.51,-83.5,,,,,,-11.03,-21.04,,,,,,9.88,-10.0,,,,,
41.10759,29.02287,30.0,40.0,,,,,,-72.69,-82.47,,,,,,-11.05,-20.84,,,,,,9.65,-9.78,,,,,
41.1076,29.02284,30.0,40.0,,,,,,-74.2,-84.5,,,,,,-11.01,-21.31,,,,,,10.15,-10.31,,,,,
41.1076,29.02284,30.0,40.0,,,,,,-73.58,-84.17,,,,,,-10.99,-21.59,,,,,,10.35,-10.61,,,,,
41.1076,29.02284,30.0,40.0,,,,,,-71.73,-80.98,,,,,,-11.1,-20.35,,,,,,9.22,-9.25,,,,,
41.1076,29.02284,30.0,40.0,,,,,,-73.34,-82.53,,,,,,-11.12,-20.3,,,,,,9.02,-9.19,,,,,
41.10761,29.02282,30.0,40.0,,,,,,-73.58,-81.58,,,,,,-11.27,-19.28,,,,,,7.85,-8.02,,,,,
41.10761,29.02282,30.0,40.0,,,,,,-77.86,-82.79,,,,,,-11.84,-16.77,,,,,,4.84,-4.95,,,,,
41.10762,29.02279,30.0,40.0,,,,,,-75.73,-81.83,,,,,,-11.58,-17.68,,,,,,6.01,-6.11,,,,,
41.10762,29.02279,30.0,40.0,,,,,,-75.23,-82.55,,,,,,-11.37,-18.69,,,,,,7.18,-7.34,,,,,
41.10762,29.02279,30.0,40.0,,,,,,-74.73,-80.84,,,,,,-11.58,-17.7,,,,,,6.0,-6.14,,,,,
41.10764,29.02277,30.0,40.0,,,,,,-76.58,-81.02,,,,,,-11.98,-16.43,,,,,,4.28,-4.49,,,,,
41.10764,29.02277,30.0,40.0,,,,,,-77.31,-79.79,,,,,,-12.6,-15.08,,,,,,2.37,-2.54,,,,,
41.10764,29.02277,30.0,40.0,,,,,,-77.58,-80.77,,,,,,-12.36,-15.55,,,,,,3.04,-3.25,,,,,
41.10764,29.02277,30.0,40.0,,,,,,-76.11,-81.01,,,,,,-11.85,-16.75,,,,,,4.8,-4.93,,,,,
41.10765,29.02275,30.0,40.0,,,,,,-78.63,-81.53,,,,,,-12.45,-15.36,,,,,,2.75,-2.97,,,,,
41.10765,29.02275,30.0,40.0,,,,,,-77.27,-82.09,,,,,,-11.88,-16.7,,,,,,4.68,-4.86,,,,,
41.10766,29.02273,30.0,40.0,,,,,,-77.55,-81.2,,,,,,-12.2,-15.87,,,,,,3.53,-3.72,,,,,
41.10766,29.02273,30.0,40.0,,,,,,-75.9,-82.55,,,,,,-11.48,-18.13,,,,,,6.52,-6.67,,,,,
41.10766,29.02273,30.0,40.0,,,,,,-77.0,-81.64,,,,,,-11.94,-16.59,,,,,,4.48,-4.7,,,,,
41.10766,29.02273,30.0,40.0,,,,,,-75.59,-82.32,,,,,,-11.48,-18.21,,,,,,6.55,-6.76,,,,,
41.10768,29.0227,30.0,40.0,,,,,,-75.37,-82.56,,,,,,-11.41,-18.6,,,,,,6.95,-7.23,,,,,
41.10768,29.0227,30.0,40.0,,,,,,-76.14,-85.48,,,,,,-11.12,-20.47,,,,,,9.02,-9.38,,,,,
41.10769,29.02268,30.0,40.0,,,,,,-75.72,-83.86,,,,,,-11.26,-19.39,,,,,,7.89,-8.16,,,,,
41.10769,29.02268,30.0,40.0,,,,,,-75.33,-83.66,,,,,,-11.23,-19.57,,,,,,8.09,-8.36,,,,,
41.10769,29.02268,30.0,40.0,,,,,,-76.33,-80.03,,,,,,-12.19,-15.89,,,,,,3.57,-3.74,,,,,
41.10771,29.02265,30.0,40.0,,,,,,-77.31,-79.45,,,,,,-12.73,-14.87,,,,,,2.02,-2.2,,,,,
41.10771,29.02265,30.0,40.0,,,,,,-77.56,-80.95,,,,,,-12.26,-15.66,,,,,,3.32,-3.42,,,,,
41.10771,29.02265,30.0,40.0,,,,,,-77.98,-81.56,,,,,,-12.22,-15.81,,,,,,3.46,-3.64,,,,,
41.10773,29.02263,30.0,40.0,,,,,,-76.95,-81.67,,,,,,-11.9,-16.62,,,,,,4.58,-4.75,,,,,
41.10773,29.02263,30.0,40.0,,,,,,-75.65,-80.97,,,,,,-11.75,-17.07,,,,,,5.2,-5.36,,,,,
41.10774,29.0226,30.0,40.0,,,,,,-75.34,-81.15,,,,,,-11.63,-17.45,,,,,,5.74,-5.82,,,,,
41.10774,29.0226,30.0,40.0,59.0,,,,,-76.68,-80.43,-109.75,,,,,-12.16,-15.92,,,,,,3.66,-3.78,-34.06,,,,
41.10774,29.0226,40.0,30.0,,,,,,-78.02,-79.73,,,,,,-12.82,-14.54,,,,,,1.78,-1.66,,,,,
41.10776,29.02258,30.0,40.0,59.0,,,,,-79.72,-83.05,-109.56,,,,,-12.32,-15.65,,,,,,3.16,-3.4,-29.76,,,,
41.10776,29.02258,30.0,40.0,59.0,,,,,-78.27,-81.3,-105.8,,,,,-12.4,-15.43,,,,,,2.9,-3.08,-30.35,,,,
41.10776,29.02258,30.0,40.0,,,,,,-80.56,-82.99,,,,,,-12.64,-15.06,,,,,,2.24,-2.5,,,,,
41.10777,29.02256,30.0,40.0,,,,,,-79.95,-81.73,,,,,,-12.9,-14.68,,,,,,1.58,-1.9,,,,,
41.10777,29.02256,30.0,40.0,,,,,,-78.64,-83.4,,,,,,-11.91,-16.68,,,,,,4.55,-4.83,,,,,
41.10778,29.02254,30.0,40.0,,,,,,-78.14,-82.65,,,,,,-11.97,-16.48,,,,,,4.34,-4.55,,,,,
41.10778,29.02254,30.0,40.0,59.0,,,,,-79.62,-85.2,-107.2,,,,,-11.73,-17.32,-38.2,,,,,5.28,-5.66,-27.58,,,,
41.10778,29.02254,30.0,40.0,,,,,,-79.97,-81.75,,,,,,-12.88,-14.67,,,,,,1.62,-1.88,,,,,
41.1078,29.02251,30.0,40.0,59.0,,,,,-79.62,-84.13,-106.55,,,,,-11.96,-16.48,-38.5,,,,,4.34,-4.57,-27.87,,,,
41.1078,29.02251,30.0,40.0,,,,,,-81.3,-84.88,,,,,,-12.27,-15.86,,,,,,3.3,-3.7,,,,,
41.1078,29.02251,30.0,40.0,,,,,,-78.54,-83.16,,,,,,-11.99,-16.61,,,,,,4.29,-4.74,,,,,
41.1078,29.02251,30.0,40.0,,,,,,-79.93,-83.43,,,,,,-12.28,-15.79,,,,,,3.26,-3.6,,,,,
41.10781,29.02249,30.0,40.0,,,,,,-80.14,-87.99,,,,,,-11.28,-19.13,,,,,,7.8,-7.86,,,,,
41.10781,29.02249,30.0,40.0,,,,,,-79.29,-82.82,,,,,,-12.24,-15.78,,,,,,3.41,-3.59,,,,,
41.10781,29.02249,30.0,40.0,,,,,,-80.06,-83.89,,,,,,-12.17,-16.0,,,,,,3.62,-3.9,,,,,
41.10782,29.02247,30.0,40.0,59.0,,,,,-79.48,-84.73,-109.6,,,,,-11.78,-17.04,,,,,,5.05,-5.3,-31.95,,,,
41.10782,29.02247,30.0,40.0,,,,,,-81.3,-85.83,,,,,,-11.97,-16.51,,,,,,4.33,-4.59,,,,,
41.10782,29.02247,30.0,40.0,59.0,,,,,-81.78,-83.72,-109.74,,,,,-12.8,-14.75,,,,,,1.82,-2.02,-29.67,,,,
41.10784,29.02245,30.0,40.0,59.0,,,,,-80.98,-84.98,-109.96,,,,,-12.13,-16.12,,,,,,3.77,-4.07,-30.77,,,,
41.10784,29.02245,30.0,40.0,,,,,,-81.0,-86.69,,,,,,-11.69,-17.38,,,,,,5.47,-5.74,,,,,
41.10784,29.02245,30.0,40.0,,,,,,-82.11,-87.38,,,,,,-11.82,-17.09,,,,,,4.94,-5.37,,,,,
41.10784,29.02245,30.0,40.0,59.0,,,,,-84.51,-88.07,-107.99,,,,,-12.32,-15.89,-34.69,,,,,3.15,-3.74,-24.05,,,,
41.10785,29.02243,30.0,40.0,,,,,,-84.23,-87.07,,,,,,-12.5,-15.35,,,,,,2.61,-2.96,,,,,
41.10785,29.02243,30.0,40.0,,,,,,-82.46,-87.39,,,,,,-11.89,-16.82,,,,,,4.63,-5.01,,,,,
41.10786,29.02241,30.0,40.0,,,,,,-82.43,-83.55,,,,,,-13.15,-14.28,,,,,,0.98,-1.22,,,,,
41.10786,29.02241,30.0,40.0,,,,,,-82.22,-83.72,,,,,,-13.01,-14.51,,,,,,1.31,-1.61,,,,,
41.10786,29.02241,30.0,40.0,,,,,,-82.95,-85.28,,,,,,-12.7,-15.04,,,,,,2.08,-2.47,,,,,
41.10787,29.02239,40.0,30.0,,,,,,-84.43,-84.65,,,,,,-13.61,-13.82,,,,,,0.03,-0.4,,,,,
41.10787,29.02239,40.0,30.0,,,,,,-81.84,-83.52,,,,,,-12.88,-14.56,,,,,,1.63,-1.71,,,,,
41.10787,29.02239,40.0,30.0,59.0,,,,,-83.78,-84.47,-108.23,,,,,-13.37,-14.06,-37.19,,,,,0.51,-0.83,-26.55,,,,
41.10788,29.02237,30.0,40.0,,,,,,-82.58,-83.41,,,,,,-13.3,-14.14,,,,,,0.65,-0.98,,,,,
41.10788,29.02237,30.0,40.0,,,,,,-82.59,-85.59,,,,,,-12.45,-15.46,,,,,,2.76,-3.11,,,,,
41.10789,29.02236,30.0,40.0,,,,,,-83.89,-87.19,,,,,,-12.32,-15.62,,,,,,3.17,-3.35,,,,,
41.10789,29.02236,30.0,40.0,,,,,,-86.33,-86.73,,,,,,-13.59,-13.99,,,,,,0.07,-0.7,,,,,
41.10789,29.02236,40.0,30.0,,,,,,-85.46,-85.76,,,,,,-13.58,-13.88,,,,,,0.08,-0.5,,,,,
41.10789,29.02236,30.0,40.0,,,,,,-83.89,-84.43,,,,,,-13.41,-13.95,,,,,,0.41,-0.64,,,,,
41.1079,29.02234,40.0,30.0,59.0,,,,,-87.04,-87.95,-110.6,,,,,-13.37,-14.28,-38.5,,,,,0.52,-1.22,-27.87,,,,
41.1079,29.02234,40.0,30.0,,,,,,-86.28,-89.21,,,,,,-12.61,-15.54,,,,,,2.31,-3.23,,,,,
41.1079,29.02234,40.0,30.0,59.0,,,,,-86.17,-86.68,-109.06,,,,,-13.5,-14.0,-35.71,,,,,0.25,-0.72,-25.07,,,,
41.1079,29.02234,40.0,30.0,59.0,,,,,-84.65,-90.12,-112.21,,,,,-11.68,-17.14,-39.2,,,,,5.52,-5.44,-28.57,,,,
41.1079,29.02234,40.0,30.0,59.0,,,,,-87.17,-89.13,-111.82,,,,,-12.82,-14.78,-38.0,,,,,1.78,-2.06,-27.37,,,,
41.1079,29.02234,40.0,30.0,59.0,,,,,-85.65,-91.15,-110.11,,,,,-11.9,-17.39,-35.58,,,,,4.61,-5.76,-24.94,,,,
41.10791,29.02232,40.0,30.0,,,,,,-87.67,-88.49,,,,,,-13.39,-14.21,,,,,,0.48,-1.1,,,,,
41.10791,29.02232,40.0,30.0,59.0,,,,,-87.32,-91.56,-110.93,,,,,-12.2,-16.44,-35.6,,,,,3.54,-4.51,-24.96,,,,
41.10791,29.02232,40.0,30.0,59.0,,,,,-88.79,-89.71,-112.02,,,,,-13.37,-14.3,-36.63,,,,,0.51,-1.25,-26.0,,,,
41.10791,29.02232,40.0,30.0,59.0,,,,,-87.97,-90.19,-113.7,,,,,-12.87,-15.09,-38.11,,,,,1.64,-2.56,-27.48,,,,
41.10791,29.02232,40.0,30.0,,,,,,-89.73,-91.47,,,,,,-12.77,-14.51,,,,,,1.92,-1.62,,,,,
41.10791,29.02232,30.0,40.0,59.0,,,,,-87.5,-89.16,-113.57,,,,,-12.97,-14.64,-38.97,,,,,1.4,-1.83,-28.36,,,,
41.10792,29.0223,40.0,30.0,59.0,,,,,-86.56,-86.75,-113.36,,,,,-13.61,-13.79,-39.19,,,,,0.01,-0.34,-28.57,,,,
41.10792,29.0223,40.0,30.0,59.0,,,,,-87.44,-90.38,-111.7,,,,,-12.5,-15.44,-35.71,,,,,2.61,-3.09,-25.08,,,,
41.10792,29.0223,40.0,30.0,,,,,,-89.04,-89.79,,,,,,-13.36,-14.12,,,,,,0.52,-0.94,,,,,
41.10792,29.0223,40.0,30.0,59.0,,,,,-86.83,-86.87,-110.19,,,,,-13.67,-13.71,-36.28,,,,,-0.1,-0.17,-25.64,,,,
41.10793,29.02229,30.0,40.0,59.0,,,,,-86.51,-89.18,-113.02,,,,,-12.6,-15.27,-37.04,,,,,2.35,-2.83,-26.4,,,,
41.10793,29.02229,40.0,30.0,,,,,,-84.72,-86.95,,,,,,-12.66,-14.89,,,,,,2.19,-2.24,,,,,
41.10793,29.02229,40.0,30.0,,,,,,-86.52,-87.81,,,,,,-13.2,-14.49,,,,,,0.88,-1.58,,,,,
41.10793,29.02229,30.0,40.0,59.0,,,,,-83.17,-84.88,-113.0,,,,,-12.9,-14.61,,,,,,1.56,-1.79,-30.64,,,,
41.10793,29.02229,30.0,40.0,59.0,,,,,-84.35,-87.0,-111.62,,,,,-12.56,-15.21,-38.93,,,,,2.46,-2.75,-28.3,,,,
41.10793,29.02229,40.0,30.0,,,,,,-85.89,-88.74,,,,,,-12.51,-15.37,,,,,,2.58,-2.98,,,,,
41.10793,29.02229,30.0,40.0,59.0,,,,,-86.32,-88.81,-113.62,,,,,-12.62,-15.11,-39.7,,,,,2.29,-2.59,-29.07,,,,
41.10794,29.02227,30.0,40.0,,,,,,-82.46,-89.95,,,,,,-11.36,-18.84,,,,,,7.25,-7.52,,,,,
41.10794,29.02227,30.0,40.0,,,,,,-83.82,-89.97,,,,,,-11.6,-17.75,,,,,,5.92,-6.2,,,,,
41.10794,29.02227,30.0,40.0,,,,,,-83.4,-89.85,,,,,,-11.54,-18.0,,,,,,6.2,-6.5,,,,,
41.10794,29.02227,30.0,40.0,,,,,,-83.52,-88.45,,,,,,-11.89,-16.82,,,,,,4.63,-5.01,,,,,
41.10794,29.02227,30.0,40.0,59.0,,,,,-80.98,-87.3,-111.0,,,,,-11.56,-17.87,,,,,,6.08,-6.35,-30.14,,,,
41.10794,29.02227,30.0,40.0,,,,,,-82.69,-89.22,,,,,,-11.52,-18.05,,,,,,6.31,-6.59,,,,,
41.10795,29.02225,30.0,40.0,,,,,,-82.99,-89.24,,,,,,-11.59,-17.85,,,,,,5.93,-6.31,,,,,
41.10795,29.02225,30.0,40.0,,,,,,-81.53,-88.19,,,,,,-11.49,-18.16,,,,,,6.48,-6.7,,,,,
41.10795,29.02225,30.0,40.0,59.0,,,,,-82.59,-88.86,-110.75,,,,,-11.58,-17.86,-39.21,,,,,5.98,-6.34,-28.59,,,,
41.10795,29.02225,30.0,40.0,59.0,,,,,-81.79,-88.72,-110.51,,,,,-11.46,-18.39,,,,,,6.63,-6.99,-30.12,,,,
41.10795,29.02225,30.0,40.0,59.0,,,,,-79.98,-88.8,-108.46,,,,,-11.16,-19.98,-39.78,,,,,8.67,-8.83,-29.15,,,,
41.10795,29.02225,30.0,40.0,59.0,,,,,-80.22,-90.86,-107.99,,,,,-11.0,-21.64,-38.79,,,,,10.26,-10.67,-28.15,,,,
41.10796,29.02222,30.0,40.0,,,,,,-80.83,-88.63,,,,,,-11.33,-19.14,,,,,,7.4,-7.86,,,,,
41.10796,29.02222,30.0,40.0,,,,,,-82.84,-89.06,,,,,,-11.58,-17.8,,,,,,5.99,-6.26,,,,,
41.10796,29.02222,30.0,40.0,,,,,,-81.2,-95.21,,,,,,-10.81,-24.81,,,,,,13.32,-14.02,,,,,
41.10797,29.0222,30.0,40.0,,,,,,-81.3,-88.82,,,,,,-11.35,-18.87,,,,,,7.31,-7.55,,,,,
41.10797,29.0222,30.0,40.0,59.0,,,,,-83.74,-88.15,-107.86,,,,,-12.01,-16.43,-34.57,,,,,4.2,-4.49,-23.93,,,,
41.10797,29.0222,30.0,40.0,59.0,,,,,-85.07,-88.32,-112.48,,,,,-12.34,-15.59,,,,,,3.11,-3.31,-29.84,,,,
