Latitude,Longitude,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3
41.10737,29.01881,30.0,-123.3,-16.5,-8.5,40.0,68.0,76.0,,-124.2,-127.5,-125.1,,-17.3,-20.0,-18.5,
41.10736,29.01874,30.0,-125.5,-18.2,-10.9,40.0,68.0,76.0,,-125.7,-123.1,-123.1,,-18.3,-15.1,-16.5,
41.10736,29.01874,30.0,-131.5,-23.0,-12.6,40.0,68.0,76.0,,-124.3,-123.1,-123.9,,-16.5,-15.8,-16.4,
41.10736,29.01864,30.0,-128.2,-20.2,-12.2,40.0,68.0,76.0,,-124.0,-124.8,-124.8,,-16.8,-17.8,-17.7,
41.10736,29.01864,30.0,-127.6,-19.8,-15.3,40.0,68.0,76.0,,-124.4,-123.9,-124.2,,-17.2,-16.8,-17.4,
41.10735,29.0186,30.0,-131.5,-23.5,-16.0,13.0,23.0,40.0,68.0,-121.0,-123.0,-124.0,-122.7,-15.3,-17.6,-17.7,-16.9
41.10735,29.0186,40.0,-125.5,-19.0,-16.3,13.0,23.0,30.0,,-121.0,-124.2,-135.1,,-15.3,-18.2,-27.1,
41.10734,29.01855,40.0,-123.9,-18.3,-6.3,13.0,23.0,68.0,76.0,-124.1,-123.1,-123.3,-122.0,-17.8,-17.4,-17.4,-16.4
41.10733,29.01843,40.0,-122.6,-17.5,-3.4,13.0,23.0,68.0,76.0,-127.5,-123.9,-123.7,-121.5,-22.1,-18.5,-18.7,-17.4
41.10733,29.01843,40.0,-118.0,-14.8,-2.5,13.0,23.0,68.0,76.0,-141.5,-123.3,-122.1,-121.4,-32.8,-19.5,-18.2,-17.7
41.10731,29.01833,40.0,-117.8,-14.7,-3.1,23.0,68.0,76.0,,-123.0,-121.5,-121.5,,-18.5,-17.9,-18.1,
41.10731,29.01833,40.0,-120.0,-16.7,-6.1,13.0,23.0,68.0,76.0,-119.7,-121.9,-119.1,-120.5,-16.3,-16.9,-16.6,-18.2
41.10731,29.01819,40.0,-119.7,-17.5,-5.6,13.0,23.0,68.0,76.0,-126.9,-120.2,-122.4,-118.3,-22.4,-16.6,-19.9,-15.9
41.10731,29.01819,40.0,-121.4,-17.3,-6.6,13.0,23.0,68.0,76.0,-121.2,-121.5,-121.2,-119.7,-16.4,-17.2,-16.9,-16.6
41.10729,29.01806,40.0,-119.9,-16.7,-4.9,23.0,68.0,76.0,,-123.3,-119.5,-119.7,,-19.2,-16.6,-17.0,
41.10729,29.01806,40.0,-118.0,-15.2,-2.9,23.0,30.0,68.0,76.0,-124.4,-120.5,-119.9,-118.6,-21.6,-16.5,-16.9,-16.2
41.10727,29.01792,40.0,-125.9,-20.2,-8.8,30.0,68.0,76.0,,-123.1,-120.7,-121.9,,-17.4,-16.5,-16.5,
41.10727,29.01792,40.0,-131.2,-23.7,-11.9,68.0,76.0,,,-119.8,-121.9,,,-15.1,-16.4,,
41.10727,29.01792,40.0,-131.3,-24.5,-15.0,68.0,76.0,,,-119.6,-120.5,,,-15.0,-15.9,,
41.10724,29.01779,68.0,-119.6,-15.0,-5.0,40.0,76.0,,,-131.8,-121.4,,,-24.9,-16.7,,
41.10724,29.01779,68.0,-120.0,-15.2,-7.6,13.0,23.0,40.0,76.0,-124.4,-118.4,-123.5,-121.5,-19.3,-15.0,-18.5,-17.3
41.10721,29.01766,68.0,-121.8,-18.1,-8.5,13.0,23.0,40.0,76.0,-125.0,-118.7,-122.5,-120.1,-21.3,-15.7,-19.2,-17.0
41.10721,29.0176,68.0,-118.1,-15.5,-6.5,23.0,40.0,76.0,,-117.4,-121.4,-119.6,,-15.6,-19.4,-17.2,
41.1072,29.01754,68.0,-117.6,-15.8,-9.5,23.0,30.0,40.0,76.0,-118.1,-118.4,-119.5,-118.0,-16.6,-17.3,-18.1,-16.6
41.1072,29.01754,68.0,-119.1,-16.7,-8.7,30.0,40.0,76.0,,-118.4,-119.1,-119.8,,-16.4,-17.0,-17.1,
41.10718,29.01744,68.0,-118.5,-16.6,-7.1,23.0,30.0,40.0,76.0,-121.9,-120.0,-119.8,-119.0,-18.6,-17.7,-17.4,-16.4
41.10718,29.01744,68.0,-120.5,-17.8,-8.0,23.0,30.0,40.0,76.0,-123.5,-118.4,-119.6,-119.1,-20.6,-15.9,-17.1,-16.5
41.10715,29.01735,68.0,-121.6,-18.6,-8.2,23.0,30.0,40.0,76.0,-122.0,-121.2,-121.9,-119.3,-19.7,-18.0,-18.9,-16.7
41.10715,29.01735,68.0,-120.2,-17.8,-8.1,30.0,40.0,76.0,,-117.4,-120.5,-119.6,,-15.3,-18.0,-17.2,
41.10713,29.01726,68.0,-123.1,-19.6,-8.7,30.0,40.0,76.0,,-118.6,-120.3,-119.3,,-16.3,-17.0,-16.8,
41.10713,29.01726,68.0,-119.9,-17.6,-6.5,30.0,40.0,76.0,,-119.9,-119.1,-119.1,,-17.1,-16.6,-16.6,
41.1071,29.01717,68.0,-120.6,-17.1,-7.8,30.0,40.0,76.0,,-119.1,-119.0,-117.9,,-16.8,-16.6,-15.8,
41.1071,29.01717,68.0,-120.4,-17.8,-7.0,30.0,40.0,76.0,,-120.1,-119.8,-117.5,,-17.8,-17.2,-15.5,
41.10708,29.01708,68.0,-118.4,-16.4,-7.3,40.0,76.0,,,-118.0,-116.7,,,-16.8,-15.3,,
41.10708,29.01708,68.0,-118.8,-17.3,-4.0,30.0,40.0,76.0,,-118.1,-117.5,-116.3,,-16.7,-16.3,-15.1,
41.10705,29.01698,68.0,-116.0,-15.3,-1.9,30.0,40.0,76.0,,-121.6,-118.7,-116.1,,-19.4,-17.6,-15.9,
41.10705,29.01698,68.0,-117.0,-16.8,-6.6,30.0,40.0,76.0,,-120.9,-119.0,-116.3,,-19.3,-16.8,-14.9,
41.10702,29.01689,68.0,-117.5,-15.4,-3.7,30.0,40.0,76.0,,-119.3,-120.8,-118.0,,-17.0,-19.3,-16.0,
41.10701,29.01684,68.0,-118.5,-16.3,-5.9,30.0,40.0,76.0,,-120.1,-117.2,-116.6,,-18.1,-15.9,-14.8,
41.10699,29.01679,68.0,-118.9,-17.1,-5.5,30.0,40.0,76.0,,-118.1,-117.0,-114.5,,-16.0,-17.0,-14.3,
41.10699,29.01679,68.0,-119.2,-17.0,-6.1,30.0,40.0,76.0,,-118.8,-117.4,-118.6,,-16.6,-15.6,-16.6,
41.10695,29.01671,68.0,-118.7,-16.6,-8.9,30.0,40.0,76.0,,-118.2,-117.7,-120.2,,-16.2,-16.0,-17.6,
41.10693,29.01666,68.0,-121.2,-18.8,-7.5,30.0,40.0,76.0,,-119.2,-119.2,-120.6,,-16.3,-16.4,-17.5,
41.10691,29.01661,68.0,-120.3,-16.8,-7.5,30.0,40.0,76.0,,-121.0,-117.9,-119.9,,-18.2,-15.5,-16.5,
41.10689,29.01657,68.0,-120.1,-16.6,-8.0,30.0,40.0,76.0,,-118.9,-118.4,-121.3,,-16.1,-15.4,-17.9,
41.10687,29.01653,68.0,-121.3,-18.3,-9.0,30.0,40.0,76.0,,-120.2,-118.0,-120.3,,-16.3,-15.2,-17.1,
41.10683,29.01644,68.0,-120.5,-17.0,-7.6,30.0,40.0,76.0,,-121.8,-117.7,-119.1,,-18.1,-15.4,-16.5,
41.10683,29.01644,68.0,-120.3,-18.2,-9.0,40.0,76.0,,,-115.2,-118.1,,,-14.0,-16.4,,
41.10681,29.0164,68.0,-120.9,-19.0,-9.5,40.0,76.0,,,-115.0,-119.9,,,-13.5,-18.2,,
41.10679,29.01636,40.0,-114.4,-13.3,-0.6,68.0,76.0,,,-120.2,-118.7,,,-18.6,-17.6,,
41.10679,29.01636,40.0,-114.7,-13.7,-2.3,30.0,68.0,76.0,,-120.1,-119.7,-119.4,,-17.3,-17.1,-17.5,
41.10674,29.01626,40.0,-116.6,-14.6,-3.6,30.0,68.0,76.0,,-119.9,-117.4,-119.8,,-18.6,-16.0,-18.1,
41.10674,29.01626,40.0,-121.6,-19.5,-3.8,68.0,76.0,,,-114.9,-116.2,,,-14.4,-15.0,,
41.10668,29.01619,40.0,-123.1,-20.9,-6.1,68.0,76.0,,,-116.8,-117.5,,,-15.1,-15.9,,
41.10668,29.01619,40.0,-123.3,-20.0,-6.4,68.0,76.0,,,-116.4,-117.3,,,-14.3,-15.9,,
41.10663,29.0161,40.0,-123.9,-20.7,-7.0,30.0,68.0,76.0,,-135.9,-114.4,-119.9,,-28.2,-13.0,-18.2,
41.10663,29.0161,40.0,-117.8,-15.5,-4.3,68.0,76.0,,,-117.1,-120.8,,,-14.4,-18.0,,
41.10657,29.01601,40.0,-118.9,-16.1,-5.9,30.0,68.0,76.0,,-116.7,-116.8,-119.2,,-17.0,-15.1,-16.9,
41.10657,29.01601,40.0,-126.9,-23.5,-8.4,30.0,68.0,76.0,,-121.0,-113.2,-118.9,,-18.4,-12.8,-17.1,
41.10657,29.01601,40.0,-122.7,-19.9,-4.9,68.0,76.0,,,-114.2,-118.5,,,-13.4,-17.0,,
41.1065,29.01594,68.0,-114.2,-13.4,-2.2,30.0,40.0,76.0,,-121.0,-119.6,-118.2,,-19.8,-17.8,-17.0,
41.10644,29.01586,68.0,-115.8,-14.0,-3.5,30.0,40.0,76.0,,-122.0,-120.0,-118.1,,-19.4,-17.6,-15.6,
41.10644,29.01586,68.0,-117.1,-14.4,0.4,30.0,40.0,76.0,,-123.3,-123.6,-117.7,,-21.0,-21.3,-16.1,
41.1064,29.0158,68.0,-116.8,-15.1,-4.9,30.0,40.0,76.0,,-116.5,-120.1,-117.2,,-13.7,-17.6,-14.8,
41.1064,29.0158,68.0,-117.7,-15.5,-4.4,30.0,40.0,76.0,,-120.9,-123.3,-119.8,,-17.1,-20.4,-16.0,
41.10636,29.01575,68.0,-122.6,-17.7,-4.2,76.0,,,,-119.0,,,,-15.1,,,
41.10636,29.01575,68.0,-118.5,-15.2,-1.3,30.0,76.0,,,-121.0,-115.6,,,-18.0,-14.1,,
41.10634,29.01572,68.0,-118.6,-16.0,-3.8,30.0,40.0,76.0,,-129.8,-120.7,-115.1,,-24.2,-17.1,-14.2,
41.10634,29.01572,68.0,-113.8,-14.5,-2.4,40.0,76.0,,,-123.8,-114.1,,,-20.7,-14.2,,
41.10633,29.0157,68.0,-114.7,-13.6,-1.3,40.0,76.0,,,-125.7,-115.5,,,-21.1,-14.6,,
41.10633,29.0157,68.0,-115.1,-13.8,-0.5,76.0,,,,-114.6,,,,-14.6,,,
41.10632,29.01569,68.0,-113.0,-13.1,-0.5,76.0,,,,-115.8,,,,-15.1,,,
41.10632,29.01569,68.0,-114.2,-13.2,-1.3,40.0,76.0,,,-122.3,-118.4,,,-18.5,-16.1,,
41.1063,29.01567,68.0,-115.4,-14.4,-5.6,40.0,76.0,,,-120.7,-115.4,,,-18.1,-14.3,,
41.1063,29.01567,68.0,-117.9,-17.1,-3.1,30.0,40.0,76.0,,-120.0,-120.7,-115.5,,-17.2,-18.0,-13.8,
41.10629,29.01565,68.0,-115.1,-13.6,3.1,40.0,76.0,,,-127.9,-118.5,,,-23.8,-16.9,,
41.10629,29.01565,68.0,-111.9,-11.6,2.6,40.0,76.0,,,-128.4,-119.3,,,-25.1,-15.8,,
41.10628,29.01563,68.0,-113.7,-12.4,-0.1,76.0,,,,-119.5,,,,-15.5,,,
41.10628,29.01563,68.0,-115.9,-13.3,-1.6,76.0,,,,-119.9,,,,-15.2,,,
41.10626,29.01561,68.0,-118.6,-14.2,-4.2,30.0,40.0,76.0,,-123.1,-124.6,-121.3,,-17.8,-17.9,-16.1,
41.10626,29.01561,68.0,-122.1,-16.4,-5.2,30.0,40.0,76.0,,-126.3,-121.7,-120.8,,-19.8,-15.8,-15.5,
41.10625,29.01559,68.0,-119.2,-16.4,-1.2,40.0,76.0,,,-120.6,-115.5,,,-16.7,-13.7,,
41.10625,29.01559,68.0,-115.2,-13.6,1.4,40.0,76.0,,,-132.9,-115.2,,,-28.7,-14.1,,
41.10623,29.01556,68.0,-115.4,-13.4,1.8,76.0,,,,-116.1,,,,-13.9,,,
41.10623,29.01556,68.0,-115.8,-13.1,-3.3,76.0,,,,-119.1,,,,-14.5,,,
41.10619,29.01554,68.0,-120.3,-15.5,-5.1,76.0,,,,-117.4,,,,-13.5,,,
41.10619,29.01554,68.0,-118.2,-15.3,-3.2,76.0,,,,-116.5,,,,-13.8,,,
41.10615,29.01551,68.0,-120.5,-15.1,-5.3,40.0,76.0,,,-121.2,-120.7,,,-16.3,-15.5,,
41.10615,29.01551,68.0,-122.1,-16.5,-5.1,40.0,76.0,,,-123.1,-118.8,,,-18.2,-14.1,,
41.10612,29.01548,68.0,-119.9,-15.2,-3.7,76.0,,,,-119.0,,,,-14.7,,,
41.10612,29.01548,68.0,-121.1,-15.5,-5.4,76.0,,,,-118.8,,,,-14.2,,,
41.10608,29.01545,68.0,-121.9,-15.2,-2.9,76.0,,,,-122.7,,,,-16.5,,,
41.10608,29.01545,68.0,-122.2,-15.9,-2.3,76.0,,,,-122.1,,,,-15.7,,,
41.10602,29.01543,68.0,-123.0,-16.1,-1.6,30.0,40.0,76.0,,-123.2,-125.5,-122.1,,-17.3,-20.0,-16.3,
41.10602,29.01543,68.0,-122.4,-16.4,-3.6,30.0,40.0,76.0,,-126.3,-130.6,-122.6,,-19.7,-23.6,-16.6,
41.10596,29.0154,68.0,-121.9,-15.6,-4.0,40.0,76.0,,,-121.9,-122.0,,,-16.0,-16.0,,
41.10596,29.0154,68.0,-122.1,-15.9,-5.5,40.0,76.0,,,-123.0,-121.2,,,-17.0,-15.4,,
41.10592,29.01538,68.0,-123.1,-16.8,-5.0,76.0,,,,-122.3,,,,-15.8,,,
41.10592,29.01538,68.0,-124.3,-17.3,-8.9,30.0,76.0,,,-123.4,-122.3,,,-16.5,-15.3,,
41.1059,29.01536,68.0,-123.6,-16.5,-7.8,30.0,76.0,,,-132.2,-122.1,,,-24.4,-15.5,,
41.1059,29.01536,68.0,-124.0,-17.3,-7.6,30.0,76.0,,,-130.0,-121.0,,,-22.7,-14.7,,
41.10588,29.01536,68.0,-121.0,-15.7,-6.4,76.0,,,,-121.4,,,,-15.3,,,
41.10588,29.01536,68.0,-122.8,-17.0,-9.0,30.0,40.0,76.0,,-123.8,-123.3,-122.9,,-17.6,-16.5,-16.1,
41.10585,29.01535,68.0,-122.9,-17.4,-8.5,30.0,40.0,76.0,,-125.6,-122.6,-121.5,,-20.2,-16.6,-15.6,
41.10585,29.01535,68.0,-122.3,-16.2,-7.9,40.0,76.0,,,-124.1,-122.1,,,-17.6,-16.0,,
41.10583,29.01534,68.0,-124.7,-18.4,-10.1,30.0,40.0,76.0,,-129.3,-124.5,-121.2,,-22.3,-17.8,-15.2,
41.10583,29.01534,68.0,-122.6,-17.8,-9.0,40.0,76.0,,,-120.2,-120.7,,,-15.5,-16.1,,
41.10579,29.01534,68.0,-124.4,-18.4,-10.6,30.0,40.0,76.0,,-124.9,-123.4,-122.4,,-18.2,-16.9,-16.3,
41.10579,29.01534,68.0,-126.3,-19.1,-10.4,13.0,30.0,40.0,76.0,-124.9,-124.9,-122.6,-125.4,-17.5,-18.2,-15.9,-18.4
41.10574,29.01534,68.0,-126.1,-19.0,-8.7,40.0,76.0,,,-122.6,-122.1,,,-16.4,-15.8,,
41.10574,29.01534,68.0,-123.9,-17.1,-8.4,30.0,40.0,76.0,,-124.0,-124.0,-123.8,,-17.5,-17.4,-17.3,
41.10568,29.01534,68.0,-124.4,-17.4,-8.2,40.0,76.0,,,-125.8,-125.1,,,-18.6,-18.0,,
41.10568,29.01534,68.0,-124.2,-17.3,-10.0,40.0,76.0,,,-124.5,-123.9,,,-17.5,-17.0,,
41.10562,29.01536,68.0,-125.1,-17.8,-7.6,40.0,76.0,,,-124.9,-125.0,,,-17.6,-17.3,,
41.10562,29.01536,68.0,-124.6,-17.4,-7.4,40.0,76.0,,,-124.5,-124.8,,,-17.4,-17.5,,
41.10556,29.01537,68.0,-123.3,-16.8,-7.1,40.0,76.0,,,-125.6,-122.4,,,-17.9,-15.5,,
41.10556,29.01537,68.0,-125.2,-17.5,-8.3,40.0,76.0,,,-126.9,-125.4,,,-18.6,-17.4,,
41.1055,29.0154,68.0,-124.6,-16.8,-5.6,40.0,76.0,,,-123.5,-124.0,,,-19.1,-16.8,,
41.1055,29.0154,68.0,-122.5,-15.6,-6.1,40.0,76.0,,,-128.3,-123.5,,,-21.3,-16.6,,
41.10545,29.01544,68.0,-124.5,-16.7,-5.2,76.0,,,,-126.1,,,,-18.2,,,
41.10545,29.01544,68.0,-121.0,-14.9,-4.7,76.0,,,,-123.8,,,,-17.2,,,
41.10538,29.01549,68.0,-123.9,-16.8,-5.6,76.0,,,,-124.0,,,,-17.1,,,
41.10538,29.01549,68.0,-123.1,-15.8,-3.4,76.0,,,,-123.5,,,,-16.7,,,
41.10531,29.01554,68.0,-121.4,-14.7,-3.5,76.0,,,,-127.3,,,,-19.8,,,
41.10531,29.01554,68.0,-121.6,-15.1,-3.5,76.0,,,,-125.0,,,,-18.5,,,
41.10525,29.0156,68.0,-120.7,-14.6,-2.4,76.0,,,,-125.6,,,,-19.6,,,
41.10525,29.0156,68.0,-119.6,-14.3,-2.0,76.0,,,,-126.2,,,,-19.9,,,
41.10518,29.01567,68.0,-119.0,-13.9,-3.0,,,,,,,,,,,,
41.10518,29.01567,68.0,-119.9,-14.6,-2.3,,,,,,,,,,,,
41.10513,29.01572,68.0,-118.9,-14.1,-2.8,,,,,,,,,,,,
41.10513,29.01572,68.0,-120.3,-15.1,-3.6,13.0,,,,-126.5,,,,-19.8,,,
41.10507,29.01578,68.0,-121.6,-15.4,-5.0,13.0,,,,-127.4,,,,-20.0,,,
41.10507,29.01578,68.0,-121.6,-15.1,-3.5,13.0,,,,-125.5,,,,-18.2,,,
41.105,29.01584,68.0,-122.0,-15.2,-4.1,13.0,40.0,,,-127.5,-125.0,,,-20.1,-18.6,,
41.105,29.01584,68.0,-121.3,-14.6,-2.9,13.0,40.0,,,-139.1,-126.9,,,-29.4,-19.5,,
41.10495,29.01589,68.0,-121.5,-14.6,-2.1,40.0,,,,-127.6,,,,-20.2,,,
41.10495,29.01589,68.0,-119.2,-13.7,-1.2,,,,,,,,,,,,
41.1049,29.01594,68.0,-121.2,-14.4,-4.5,13.0,,,,-123.5,,,,-15.7,,,
41.1049,29.01594,68.0,-124.7,-16.3,-7.3,13.0,,,,-126.4,,,,-18.4,,,
41.10484,29.01599,68.0,-125.2,-16.6,-7.5,13.0,40.0,,,-127.6,-126.5,,,-19.0,-18.4,,
41.10484,29.01599,68.0,-125.9,-16.8,-10.0,13.0,40.0,,,-126.9,-130.9,,,-18.4,-22.0,,
41.10478,29.01606,68.0,-126.3,-18.2,-11.2,13.0,,,,-123.4,,,,-15.2,,,
41.10478,29.01606,68.0,-128.1,-18.6,-9.9,13.0,,,,-125.3,,,,-16.1,,,
41.10471,29.01611,68.0,-127.9,-18.2,-9.0,13.0,,,,-127.2,,,,-17.7,,,
41.10471,29.01611,68.0,-126.9,-16.9,-6.0,13.0,,,,-131.3,,,,-21.2,,,
41.10466,29.01616,68.0,-125.5,-16.0,-5.4,13.0,,,,-129.5,,,,-20.0,,,
41.10466,29.01616,68.0,-127.2,-17.5,-8.2,13.0,,,,-127.3,,,,-18.2,,,
41.10464,29.01618,68.0,-126.3,-16.9,-7.3,13.0,,,,-126.9,,,,-17.7,,,
41.10464,29.01618,68.0,-125.6,-16.5,-8.2,13.0,,,,-128.8,,,,-19.3,,,
41.10462,29.01619,68.0,-125.6,-16.4,-7.1,13.0,,,,-129.6,,,,-20.1,,,
41.10462,29.01619,68.0,-126.2,-16.8,-7.1,13.0,40.0,,,-127.5,-129.2,,,-18.1,-19.8,,
41.1046,29.0162,68.0,-125.8,-16.9,-7.0,13.0,,,,-124.0,,,,-15.6,,,
41.1046,29.0162,68.0,-125.1,-16.5,-6.5,13.0,,,,-125.2,,,,-16.4,,,
41.10459,29.01621,68.0,-125.9,-16.4,-6.3,13.0,,,,-126.4,,,,-17.4,,,
41.10459,29.01621,68.0,-124.3,-15.6,-7.2,13.0,,,,-126.5,,,,-17.3,,,
41.10457,29.01622,68.0,-125.4,-16.1,-6.1,13.0,,,,-128.2,,,,-19.0,,,
41.10457,29.01622,68.0,-123.7,-14.9,-5.1,13.0,40.0,,,-128.6,-126.1,,,-19.7,-18.0,,
41.10456,29.01624,68.0,-123.1,-14.8,-4.8,13.0,40.0,,,-127.2,-128.8,,,-18.4,-20.3,,
41.10456,29.01624,68.0,-123.9,-15.2,-4.1,13.0,40.0,,,-126.3,-135.7,,,-18.0,-26.2,,
41.10455,29.01625,68.0,-123.2,-14.8,-4.8,13.0,40.0,,,-127.5,-127.9,,,-18.7,-19.3,,
41.10455,29.01625,68.0,-125.1,-16.0,-6.2,13.0,40.0,,,-130.6,-129.9,,,-21.3,-20.8,,
41.10454,29.01626,68.0,-126.0,-16.9,-8.0,13.0,40.0,,,-129.2,-128.6,,,-20.1,-19.8,,
41.10453,29.01627,68.0,-125.2,-16.4,-8.5,13.0,40.0,,,-128.1,-128.2,,,-19.0,-19.4,,
41.10451,29.01628,68.0,-125.0,-16.5,-8.7,13.0,40.0,,,-125.5,-130.9,,,-16.9,-22.4,,
41.10447,29.01632,68.0,-126.4,-17.4,-8.6,13.0,40.0,,,-124.8,-141.4,,,-16.1,-30.7,,
41.10447,29.01632,68.0,-125.5,-16.6,-8.0,13.0,,,,-126.2,,,,-17.2,,,
41.10444,29.01636,68.0,-124.9,-16.2,-7.4,13.0,,,,-126.2,,,,-17.6,,,
41.10444,29.01636,68.0,-126.8,-17.8,-8.3,13.0,,,,-124.2,,,,-16.2,,,
41.10442,29.01639,68.0,-125.6,-17.4,-8.1,13.0,,,,-121.6,,,,-14.4,,,
41.10442,29.01639,68.0,-124.5,-16.7,-7.3,13.0,,,,-125.0,,,,-16.5,,,
41.10437,29.01644,68.0,-124.5,-16.4,-7.8,3.0,13.0,,,-124.7,-123.0,,,-17.8,-16.1,,
41.10437,29.01644,68.0,-124.6,-17.2,-7.3,3.0,13.0,,,-126.3,-122.2,,,-19.0,-15.6,,
41.10432,29.01648,68.0,-124.4,-17.1,-7.7,13.0,59.0,,,-122.2,-126.6,,,-15.1,-19.8,,
41.10432,29.01648,68.0,-124.9,-17.9,-7.4,3.0,13.0,,,-127.4,-120.9,,,-21.2,-14.4,,
41.10427,29.01652,68.0,-123.1,-16.6,-8.4,13.0,40.0,,,-122.4,-137.2,,,-15.3,-28.2,,
41.10427,29.01652,68.0,-124.4,-17.4,-7.3,13.0,40.0,,,-121.7,-141.2,,,-15.0,-31.3,,
41.10422,29.01658,68.0,-124.3,-17.5,-8.6,3.0,13.0,59.0,,-123.6,-120.8,-125.3,,-18.1,-14.5,-19.0,
41.10422,29.01658,68.0,-125.0,-18.8,-8.3,3.0,13.0,,,-123.8,-120.8,,,-18.2,-15.4,,
41.10416,29.01662,68.0,-125.0,-18.6,-7.6,3.0,13.0,59.0,,-121.9,-120.0,-126.1,,-17.8,-14.6,-19.6,
41.10416,29.01662,68.0,-122.2,-17.2,-7.1,3.0,13.0,59.0,,-130.0,-119.2,-129.5,,-24.2,-15.1,-24.3,
41.1041,29.01667,68.0,-122.3,-18.1,-7.6,3.0,13.0,59.0,,-122.0,-116.5,-122.3,,-18.8,-14.3,-19.0,
41.1041,29.01667,68.0,-127.2,-22.9,-5.3,3.0,13.0,40.0,59.0,-123.4,-116.1,-133.7,-138.5,-19.6,-14.0,-26.7,-30.1
41.10399,29.01673,68.0,-120.6,-17.9,-7.4,3.0,13.0,,,-122.4,-114.8,,,-20.9,-13.2,,
41.10399,29.01673,68.0,-120.0,-17.2,-7.3,13.0,,,,-117.8,,,,-14.0,,,
41.10393,29.01679,68.0,-120.3,-17.2,-5.4,3.0,13.0,,,-123.1,-116.5,,,-18.7,-13.6,,
41.10393,29.01679,68.0,-119.3,-15.7,-4.0,3.0,13.0,,,-131.4,-115.5,,,-25.1,-12.9,,
41.10388,29.01683,68.0,-119.5,-16.8,-4.4,3.0,13.0,,,-121.1,-116.1,,,-17.6,-13.5,,
41.10388,29.01683,68.0,-117.9,-16.6,-3.7,13.0,,,,-114.9,,,,-12.9,,,
41.10383,29.01687,68.0,-117.9,-15.5,-3.8,3.0,13.0,,,-121.1,-115.9,,,-19.0,-13.6,,
41.10383,29.01687,68.0,-118.6,-15.4,-3.8,3.0,13.0,,,-121.9,-115.7,,,-19.1,-13.2,,
41.10377,29.01691,68.0,-118.2,-15.6,-4.3,13.0,,,,-114.8,,,,-13.4,,,
41.10377,29.01691,68.0,-117.7,-15.8,-1.8,13.0,,,,-116.4,,,,-14.4,,,
41.10371,29.01695,68.0,-116.4,-14.3,-0.7,13.0,,,,-115.9,,,,-14.4,,,
41.10371,29.01695,68.0,-117.1,-14.8,-0.6,13.0,,,,-115.1,,,,-13.8,,,
41.10366,29.01699,68.0,-117.1,-15.2,-1.3,13.0,,,,-114.5,,,,-13.6,,,
41.10366,29.01699,68.0,-115.5,-14.1,-1.8,13.0,,,,-113.3,,,,-13.1,,,
41.10363,29.01702,68.0,-114.9,-15.5,-3.3,3.0,13.0,,,-116.9,-109.8,,,-16.1,-12.1,,
41.10363,29.01702,68.0,-114.5,-16.2,-1.2,13.0,,,,-109.1,,,,-11.9,,,
41.10363,29.01702,13.0,-108.3,-11.8,6.0,3.0,68.0,,,-116.6,-116.4,,,-18.7,-17.7,,
41.10361,29.01704,13.0,-110.9,-12.5,4.6,3.0,68.0,,,-120.8,-114.3,,,-21.3,-15.0,,
41.10361,29.01704,13.0,-107.4,-11.5,5.4,3.0,68.0,,,-150.8,-111.5,,,-39.6,-14.1,,
41.1036,29.01704,13.0,-110.2,-12.9,6.4,68.0,,,,-113.7,,,,-15.9,,,
41.10358,29.01705,13.0,-109.9,-12.0,4.7,3.0,68.0,,,-114.6,-115.8,,,-17.3,-16.0,,
41.10358,29.01705,13.0,-109.4,-11.9,4.0,3.0,68.0,,,-118.6,-111.9,,,-20.0,-14.4,,
41.10357,29.01706,13.0,-109.2,-12.4,5.1,68.0,,,,-112.4,,,,-16.1,,,
41.10357,29.01706,13.0,-107.9,-11.9,4.1,68.0,,,,-112.0,,,,-15.4,,,
41.10355,29.01708,13.0,-107.6,-12.2,5.3,68.0,,,,-110.5,,,,-13.8,,,
41.10355,29.01708,13.0,-111.3,-13.9,3.2,68.0,,,,-111.6,,,,-13.8,,,
41.10354,29.01709,13.0,-111.4,-14.9,2.4,68.0,,,,-109.0,,,,-12.8,,,
41.10354,29.01709,13.0,-108.0,-13.4,0.9,68.0,,,,-108.0,,,,-12.3,,,
41.10353,29.01711,13.0,-111.2,-14.4,3.7,68.0,,,,-109.1,,,,-13.0,,,
41.10353,29.01711,13.0,-111.8,-14.4,1.8,68.0,,,,-109.4,,,,-13.2,,,
41.10349,29.01713,13.0,-110.3,-13.5,3.7,68.0,,,,-110.2,,,,-15.0,,,
41.10349,29.01713,13.0,-109.8,-13.8,3.4,68.0,,,,-112.8,,,,-14.9,,,
41.10343,29.01718,13.0,-108.4,-13.6,2.5,68.0,,,,-109.2,,,,-13.2,,,
41.10343,29.01718,13.0,-108.9,-13.5,3.6,68.0,,,,-109.0,,,,-13.9,,,
41.1034,29.01722,13.0,-107.6,-12.6,3.0,68.0,,,,-109.2,,,,-14.0,,,
