Latitude,Longitude,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3,NR_UE_Throughput_PDCP_DL,NR_UE_RB_Num_DL_0,NR_UE_Pathloss_DL_0,NR_UE_Power_Tx_PUSCH_0,App_Throughput_DL,NR_UE_PCI_0_lat,NR_UE_PCI_0_lon,NR_UE_PCI_0_azimuth,NR_UE_PCI_0_height,NR_UE_Nbr_PCI_0_lat,NR_UE_Nbr_PCI_0_lon,NR_UE_Nbr_PCI_0_azimuth,NR_UE_Nbr_PCI_0_height,NR_UE_Nbr_PCI_1_lat,NR_UE_Nbr_PCI_1_lon,NR_UE_Nbr_PCI_1_azimuth,NR_UE_Nbr_PCI_1_height,NR_UE_Nbr_PCI_2_lat,NR_UE_Nbr_PCI_2_lon,NR_UE_Nbr_PCI_2_azimuth,NR_UE_Nbr_PCI_2_height,NR_UE_Nbr_PCI_3_lat,NR_UE_Nbr_PCI_3_lon,NR_UE_Nbr_PCI_3_azimuth,NR_UE_Nbr_PCI_3_height
41.10475,29.02163,3,-68.7,-11.6,8.05,13,0,0,0,-72.1,-200.0,-200.0,-200.0,-14.3,-30.0,-30.0,-30.0,79442.35500000001,22.0,88.6,17.5,74765.18,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10475,29.0231,3,-80.05000000000001,-11.05,10.600000000000001,13,68,0,0,-94.4,-94.95,-200.0,-200.0,-21.65,-21.700000000000003,-30.0,-30.0,95539.20000000001,62.0,98.9,17.5,92707.35,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10475,29.02313,3,-86.25,-12.45,4.5,45,68,0,0,-91.7,-90.3,-200.0,-200.0,-16.9,-14.9,-30.0,-30.0,95979.52,62.5,104.4,17.5,93673.1,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10475,29.023320000000005,3,-88.6,-13.55,5.8,13,45,68,0,-94.25,-92.35,-91.8,-200.0,-18.35,-15.35,-17.5,-30.0,96358.4,163.5,106.8,17.5,,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0
41.10475,29.023390000000003,3,-86.7,-11.2,3.7,13,23,68,0,-94.3,-102.0,-90.9,-200.0,-20.4,-23.4,-16.3,-30.0,87218.18,187.0,108.4,17.6,93385.84,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1058417,29.0205028,130.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0
41.10475,29.02343,68,-93.3,-15.9,-1.6,3,13,0,0,-86.3,-95.6,-200.0,-200.0,-11.2,-19.0,-30.0,-30.0,95887.36,122.0,108.4,17.5,92675.96,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10475,29.023529999999997,68,-86.8,-12.3,3.4499999999999997,3,13,0,0,-92.8,-98.7,-200.0,-200.0,-16.2,-20.6,-30.0,-30.0,95877.44,122.0,104.15,17.5,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10476,29.02163,3,-68.75,-11.05,9.0,13,0,0,0,-74.15,-200.0,-200.0,-200.0,-16.700000000000003,-30.0,-30.0,-30.0,82288.95999999999,23.0,88.05,17.5,77216.42,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10476,29.02312,3,-86.25,-12.55,5.050000000000001,68,0,0,0,-88.69999999999999,-200.0,-200.0,-200.0,-14.0,-30.0,-30.0,-30.0,97536.63500000001,32.0,105.69999999999999,17.5,94482.99,41.1043417,29.0217472,300.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10476,29.02348,68,-87.85,-13.65,0.050000000000000044,3,18,0,0,-88.30000000000001,-113.95,-200.0,-200.0,-12.649999999999999,-25.150000000000002,-30.0,-30.0,95977.0,124.0,104.05000000000001,17.5,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10476,29.02365,68,-86.65,-12.0,5.1,3,13,0,0,-91.85,-94.4,-200.0,-200.0,-14.85,-18.9,-30.0,-30.0,96046.27,110.5,101.9,17.5,92687.23,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10477,29.01992,13,-89.69999999999999,-11.05,10.45,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,96584.095,105.0,109.35,17.5,93812.24,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10477,29.02163,3,-70.3,-12.0,9.3,13,0,0,0,-72.9,-200.0,-200.0,-200.0,-15.1,-30.0,-30.0,-30.0,82975.04000000001,22.5,89.25,17.5,79569.17,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10477,29.02304,3,-81.1,-11.6,6.7,68,0,0,0,-83.3,-200.0,-200.0,-200.0,-15.1,-30.0,-30.0,-30.0,,,,,92044.53,41.1043417,29.0217472,300.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.104769999999995,29.023050000000005,3,-80.3,-11.8,9.5,13,68,0,0,-90.5,-86.9,-200.0,-200.0,-18.4,-18.0,-30.0,-30.0,95262.715,60.5,98.45,17.5,,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10477,29.0231,3,-84.75,-12.45,5.95,68,0,0,0,-88.9,-200.0,-200.0,-200.0,-15.35,-30.0,-30.0,-30.0,97525.765,31.5,103.5,17.5,94607.69,41.1043417,29.0217472,300.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10477,29.02358,68,-82.05,-11.55,5.5,3,23,0,0,-87.9,-106.7,-200.0,-200.0,-15.2,-24.25,-30.0,-30.0,95815.68,107.0,97.55,17.5,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10477,29.023770000000003,68,-84.85,-11.55,6.8,3,0,0,0,-91.5,-200.0,-200.0,-200.0,-14.4,-30.0,-30.0,-30.0,95641.6,105.0,99.65,17.5,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10478,29.01606,68,-127.19999999999999,-18.4,-10.55,13,0,0,0,-124.35,-200.0,-200.0,-200.0,-15.65,-30.0,-30.0,-30.0,12943.735,165.5,146.95,22.5,15575.2,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10478,29.02302,3,-80.5,-12.4,9.6,13,68,0,0,-92.8,-85.1,-200.0,-200.0,-25.2,-17.2,-30.0,-30.0,95774.72,57.0,100.2,17.5,,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10478,29.02307,3,-80.8,-11.9,5.6,23,68,0,0,-97.0,-90.69999999999999,-200.0,-200.0,-21.950000000000003,-17.5,-30.0,-30.0,97423.36499999999,31.0,99.35,17.5,94377.05,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10478,29.02309,3,-82.25,-11.95,6.050000000000001,45,68,0,0,-92.75,-87.1,-200.0,-200.0,-19.9,-15.2,-30.0,-30.0,97484.8,31.5,100.5,17.5,94299.73,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10478,29.023690000000002,68,-84.1,-11.45,7.949999999999999,3,0,0,0,-91.0,-200.0,-200.0,-200.0,-15.0,-30.0,-30.0,-30.0,95890.2,106.0,99.15,17.5,92883.7,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10478,29.02389,68,-87.75,-11.350000000000001,6.300000000000001,3,0,0,0,-93.5,-200.0,-200.0,-200.0,-15.0,-30.0,-30.0,-30.0,95964.5,109.5,103.80000000000001,17.5,92852.38,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.104789999999994,29.02163,3,-69.5,-11.366666666666665,8.966666666666667,13,0,0,0,-74.33333333333333,-200.0,-200.0,-200.0,-15.0,-30.0,-30.0,-30.0,83548.16,23.0,90.94999999999999,17.5,80700.03,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10479,29.02301,3,-77.0,-11.0,10.0,13,68,0,0,-104.3,-88.7,-200.0,-200.0,-26.1,-20.4,-30.0,-30.0,,,,,92982.64,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10479,29.02379,68,-91.1,-12.9,4.7,3,0,0,0,-92.85,-200.0,-200.0,-200.0,-13.45,-30.0,-30.0,-30.0,96028.20999999999,112.5,106.05,17.55,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10479,29.02389,68,-87.1,-11.7,5.45,3,0,0,0,-94.94999999999999,-200.0,-200.0,-200.0,-16.6,-30.0,-30.0,-30.0,97106.56,109.0,103.30000000000001,17.5,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10479,29.02399,68,-85.65,-11.3,7.949999999999999,3,0,0,0,-99.9,-200.0,-200.0,-200.0,-21.65,-30.0,-30.0,-30.0,95926.81,107.5,101.1,17.5,93031.93,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1047,29.02163,3,-65.85,-11.85,8.25,13,0,0,0,-67.0,-200.0,-200.0,-200.0,-13.35,-30.0,-30.0,-30.0,96153.6,24.0,84.44999999999999,17.45,94577.48,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1047,29.022879999999997,3,-80.0,-11.0,11.1,13,68,0,0,-89.9,-102.2,-200.0,-200.0,-19.2,-22.3,-30.0,-30.0,97218.56,61.0,98.4,17.5,,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1047,29.022959999999998,3,-81.4,-11.149999999999999,10.0,13,68,0,0,-91.4,-91.4,-200.0,-200.0,-19.450000000000003,-18.5,-30.0,-30.0,95498.23999999999,62.5,100.7,17.5,92696.97,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10481,29.02163,3,-69.05,-11.4,8.25,13,0,0,0,-73.85,-200.0,-200.0,-200.0,-14.9,-30.0,-30.0,-30.0,90071.04000000001,23.5,87.05000000000001,17.5,85808.57,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10481,29.02303,3,-82.25,-12.5,2.8,23,68,0,0,-90.7,-85.6,-200.0,-200.0,-18.95,-14.55,-30.0,-30.0,97464.32,28.0,100.75,17.5,94304.13,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10480999999999,29.02409,68,-84.65,-11.05,8.55,3,0,0,0,-103.94999999999999,-200.0,-200.0,-200.0,-23.75,-30.0,-30.0,-30.0,95846.4,108.0,99.5,17.5,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10482,29.02162,3,-68.4,-11.5,9.649999999999999,13,0,0,0,-81.15,-200.0,-200.0,-200.0,-19.55,-30.0,-30.0,-30.0,90273.505,23.5,86.4,17.5,86805.02,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10482,29.02302,3,-80.65,-12.25,5.4,23,68,0,0,-89.0,-87.94999999999999,-200.0,-200.0,-17.200000000000003,-17.1,-30.0,-30.0,97321.28,26.5,99.6,17.5,94690.46,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10483,29.01991,13,-91.95,-11.1,7.15,23,0,0,0,-97.6,-200.0,-200.0,-200.0,-17.85,-30.0,-30.0,-30.0,96304.68,142.5,112.0,17.5,,41.1043417,29.0217472,40.0,6.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10483,29.022979999999997,3,-78.6,-11.3,13.2,68,0,0,0,-88.7,-200.0,-200.0,-200.0,-18.4,-30.0,-30.0,-30.0,95354.89499999999,56.0,96.75,17.5,,41.1043417,29.0217472,300.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10483,29.02418,68,-86.3,-11.0,7.9,3,0,0,0,-105.95,-200.0,-200.0,-200.0,-24.9,-30.0,-30.0,-30.0,95918.095,105.5,101.65,17.5,93385.51,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10484,29.015990000000002,68,-125.55000000000001,-16.700000000000003,-8.75,13,40,0,0,-127.25,-128.7,-200.0,-200.0,-18.7,-20.2,-30.0,-30.0,15226.54,142.0,145.15,22.4,14877.34,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,40.0,6.0,41.1070873,29.0226646,260.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10484,29.02163,3,-65.1,-10.7,10.9,13,0,0,0,-76.7,-200.0,-200.0,-200.0,-17.5,-30.0,-30.0,-30.0,91373.86499999999,23.5,84.35,17.5,87971.26,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10484,29.02297,3,-75.2,-10.7,14.4,68,0,0,0,-100.1,-200.0,-200.0,-200.0,-24.5,-30.0,-30.0,-30.0,,,,,92549.02,41.1043417,29.0217472,300.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10484,29.02302,3,-82.95,-14.7,0.95,45,68,0,0,-83.5,-77.1,-200.0,-200.0,-15.15,-11.4,-30.0,-30.0,97443.84,25.5,101.55000000000001,17.5,94511.57,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10484,29.02408,68,-83.45,-10.8,9.45,3,0,0,0,-125.5,-200.0,-200.0,-200.0,-30.2,-30.0,-30.0,-30.0,97229.15,105.0,99.0,17.5,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10485,29.02163,3,-67.65,-10.95,8.2,13,0,0,0,-74.45,-200.0,-200.0,-200.0,-16.3,-30.0,-30.0,-30.0,97587.20000000001,24.0,86.75,17.5,88500.42,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10485,29.02301,3,-81.3,-15.0,2.2,45,68,0,0,-81.55,-76.8,-200.0,-200.0,-14.75,-11.9,-30.0,-30.0,97443.84,26.0,99.2,17.5,94749.23,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10485,29.02428,68,-84.6,-10.7,9.3,3,0,0,0,-101.1,-200.0,-200.0,-200.0,-23.2,-30.0,-30.0,-30.0,95907.85,107.5,101.55000000000001,17.5,93080.4,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10486,29.02163,3,-69.75,-11.4,10.6,13,0,0,0,-76.55,-200.0,-200.0,-200.0,-16.0,-30.0,-30.0,-30.0,97495.04000000001,24.0,91.55,17.5,94560.88,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10486,29.022959999999998,3,-79.25,-11.1,17.3,40,23,68,0,-91.55000000000001,-93.4,-93.1,-200.0,-21.45,-19.3,-20.4,-30.0,95631.36499999999,59.0,98.6,17.5,92345.77,41.1043417,29.0217472,300.0,6.0,41.1070873,29.0226646,260.0,10.0,41.1058417,29.0205028,130.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0
41.10486,29.023,3,-79.85,-13.55,3.1,13,68,0,0,-94.5,-79.9,-200.0,-200.0,-23.55,-12.45,-30.0,-30.0,92917.76,24.0,98.4,17.5,79070.12,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10486,29.02416,68,-84.15,-10.8,10.35,3,0,0,0,-110.6,-200.0,-200.0,-200.0,-26.1,-30.0,-30.0,-30.0,97187.84,106.5,99.35,17.5,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10486,29.02433,68,-86.5,-10.8,11.3,3,0,0,0,-105.1,-200.0,-200.0,-200.0,-26.7,-30.0,-30.0,-30.0,95718.49,107.0,,,92858.34,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10487,29.02163,3,-73.4,-11.2,10.55,13,0,0,0,-78.65,-200.0,-200.0,-200.0,-14.149999999999999,-30.0,-30.0,-30.0,97485.44,24.0,90.85,17.5,94865.72,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10487,29.02423,68,-85.1,-10.8,9.399999999999999,3,0,0,0,-99.05,-200.0,-200.0,-200.0,-20.45,-30.0,-30.0,-30.0,97006.07,105.5,100.55000000000001,17.5,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10487,29.02437,68,-85.0,-10.649999999999999,11.55,3,0,0,0,-116.55,-200.0,-200.0,-200.0,-30.5,-30.0,-30.0,-30.0,96256.0,105.0,101.6,17.5,,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10487,29.02446,68,-88.5,-11.0,11.8,3,0,0,0,-96.2,-200.0,-200.0,-200.0,-19.4,-30.0,-30.0,-30.0,95713.285,105.0,102.94999999999999,17.5,92867.91,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10488,29.02299,3,-78.05000000000001,-12.0,7.25,18,45,68,0,-100.1,-93.55000000000001,-84.1,-200.0,-24.4,-20.55,-14.8,-30.0,81080.32,22.5,96.35,17.5,85966.88,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0
41.10488,29.024510000000003,68,-82.2,-10.6,10.7,3,0,0,0,-94.4,-200.0,-200.0,-200.0,-17.0,-30.0,-30.0,-30.0,,103.0,,,93347.35,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10489,29.01989,13,-94.65,-12.25,3.3,23,0,0,0,-95.15,-200.0,-200.0,-200.0,-13.65,-30.0,-30.0,-30.0,96524.78,143.5,114.80000000000001,17.85,93355.95,41.1043417,29.0217472,40.0,6.0,41.1058417,29.0205028,130.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10489,29.02162,3,-71.05000000000001,-11.5,8.75,13,0,0,0,-77.75,-200.0,-200.0,-200.0,-15.100000000000001,-30.0,-30.0,-30.0,97210.86,24.0,93.19999999999999,17.5,94424.73,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10489,29.02298,3,-78.35,-11.95,6.0,45,68,0,0,-86.80000000000001,-85.6,-200.0,-200.0,-16.65,-14.7,-30.0,-30.0,90951.68,24.0,96.45,17.5,97721.2,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10489,29.024320000000003,68,-85.8,-10.75,11.5,3,0,0,0,-106.55,-200.0,-200.0,-200.0,-25.55,-30.0,-30.0,-30.0,97254.42,105.0,102.5,17.5,98297.23,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.104890000000005,29.02455,68,-79.8,-10.5,15.5,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,96154.07999999999,100.0,96.35,17.5,,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.10489,29.0246,68,-81.1,-10.5,14.9,0,0,0,0,-200.0,-200.0,-200.0,-200.0,-30.0,-30.0,-30.0,-30.0,95477.76,97.0,,,92458.9,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1048,29.02163,3,-71.35,-11.600000000000001,9.3,13,0,0,0,-76.0,-200.0,-200.0,-200.0,-14.85,-30.0,-30.0,-30.0,87654.4,23.0,91.5,17.5,80893.12,41.1043417,29.0217472,300.0,6.0,41.1043417,29.0217472,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1048,29.02299,3,-77.15,-11.399999999999999,9.55,68,0,0,0,-85.5,-200.0,-200.0,-200.0,-15.7,-30.0,-30.0,-30.0,95447.025,58.0,97.80000000000001,17.5,92551.91,41.1043417,29.0217472,300.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1048,29.023039999999998,3,-82.75,-13.25,3.95,23,68,0,0,-88.75,-85.15,-200.0,-200.0,-17.2,-14.8,-30.0,-30.0,97454.08,32.0,102.3,17.5,94356.98,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1048,29.02306,3,-81.4,-11.75,6.3,23,68,0,0,-96.15,-92.65,-200.0,-200.0,-22.6,-20.200000000000003,-30.0,-30.0,97372.16500000001,29.5,100.15,17.5,94650.86,41.1043417,29.0217472,300.0,6.0,41.1058417,29.0205028,130.0,6.0,41.1054694,29.0278333,255.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.1048,29.024,68,-85.35,-11.25,8.1,3,0,0,0,-93.55000000000001,-200.0,-200.0,-200.0,-16.5,-30.0,-30.0,-30.0,96952.32,109.0,101.7,17.5,94417.44,41.1054694,29.0278333,255.0,18.0,41.1043417,29.0217472,300.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
