Latitude,Longitude,NR_UE_PCI_0,NR_UE_RSRP_0,NR_UE_RSRQ_0,NR_UE_SINR_0,NR_UE_Nbr_PCI_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Nbr_PCI_3,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,NR_UE_Nbr_RSRP_3,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_RSRQ_1,NR_UE_Nbr_RSRQ_2,NR_UE_Nbr_RSRQ_3
41.10791,29.02658,59.0,-85.5,-11.1,9.6,76.0,,,,-92.1,,,,-18.1,,,
41.10791,29.02658,59.0,-83.6,-10.9,10.4,76.0,,,,-91.9,,,,-19.4,,,
41.10791,29.02671,59.0,-79.6,-10.8,13.1,48.0,,,,-92.3,,,,-22.5,,,
41.10791,29.02671,59.0,-79.4,-10.6,13.8,48.0,76.0,,,-112.8,-89.4,,,-30.6,-18.6,,
41.10791,29.02683,59.0,-81.9,-10.6,12.4,48.0,76.0,,,-108.2,-93.0,,,-24.7,-18.7,,
41.10791,29.02683,59.0,-84.0,-10.8,11.8,48.0,76.0,,,-95.9,-90.7,,,-20.2,-18.5,,
41.10791,29.02694,59.0,-80.0,-10.8,13.2,76.0,,,,-91.8,,,,-20.1,,,
41.10791,29.02694,59.0,-79.5,-11.0,14.0,76.0,,,,-88.2,,,,-16.5,,,
41.10792,29.02704,59.0,-77.5,-10.8,13.5,76.0,,,,-90.2,,,,-19.2,,,
41.10792,29.02704,59.0,-77.5,-10.5,15.3,76.0,,,,-87.1,,,,-21.2,,,
41.10793,29.02712,59.0,-74.3,-10.6,14.1,76.0,,,,-83.8,,,,-22.4,,,
41.10793,29.02712,59.0,-74.3,-10.7,13.5,76.0,,,,-81.7,,,,-18.5,,,
41.10793,29.0272,59.0,-72.9,-10.9,12.5,76.0,,,,-79.1,,,,-15.9,,,
41.10793,29.0272,59.0,-71.3,-11.1,12.0,76.0,,,,-77.7,,,,-13.9,,,
41.10794,29.02728,59.0,-71.0,-11.4,10.3,76.0,,,,-76.0,,,,-14.0,,,
41.10794,29.02728,59.0,-68.5,-11.0,16.3,76.0,,,,-74.6,,,,-15.3,,,
41.10795,29.02735,59.0,-68.1,-11.3,13.5,76.0,,,,-75.4,,,,-15.0,,,
41.10795,29.02735,59.0,-69.4,-10.7,13.0,76.0,,,,-81.3,,,,-17.2,,,
41.10795,29.02743,59.0,-70.1,-10.9,16.1,76.0,,,,-81.3,,,,-19.5,,,
41.10795,29.02743,59.0,-65.7,-10.6,17.2,76.0,,,,-80.3,,,,-22.0,,,
41.10798,29.02754,59.0,-65.8,-10.5,19.8,,,,,,,,,,,,
41.10798,29.02754,59.0,-69.3,-10.6,17.5,48.0,,,,-85.8,,,,-25.3,,,
41.108,29.02766,59.0,-72.7,-10.9,13.3,48.0,,,,-96.7,,,,-25.6,,,
41.108,29.02766,59.0,-71.9,-11.3,11.2,48.0,,,,-86.9,,,,-19.9,,,
41.10803,29.02781,59.0,-72.3,-11.2,9.7,48.0,,,,-80.2,,,,-16.6,,,
41.10803,29.02781,59.0,-72.8,-11.1,7.2,48.0,,,,-79.8,,,,-16.8,,,
41.10804,29.02794,59.0,-73.9,-12.4,2.6,48.0,,,,-77.2,,,,-13.7,,,
41.10804,29.02794,59.0,-78.2,-14.0,2.2,48.0,,,,-74.2,,,,-12.0,,,
41.10804,29.02808,59.0,-79.8,-15.6,-1.8,48.0,76.0,,,-73.8,-82.2,,,-11.4,-19.6,,
41.10804,29.02808,59.0,-82.9,-19.3,-6.1,48.0,76.0,,,-70.4,-80.9,,,-11.0,-18.1,,
41.10802,29.02821,48.0,-70.1,-11.0,8.6,59.0,76.0,,,-81.1,-79.1,,,-18.4,-16.6,,
41.10802,29.02821,48.0,-73.7,-12.1,8.0,59.0,76.0,,,-87.4,-78.2,,,-22.6,-14.9,,
41.10803,29.02833,48.0,-74.6,-12.0,6.4,59.0,76.0,,,-89.8,-77.6,,,-21.8,-13.2,,
41.10806,29.0284,48.0,-76.7,-12.1,6.6,59.0,76.0,,,-96.3,-84.1,,,-21.9,-15.5,,
41.10809,29.02846,48.0,-76.9,-11.5,6.1,59.0,76.0,,,-83.2,-88.4,,,-14.1,-17.4,,
41.10809,29.02846,48.0,-79.1,-11.6,7.5,59.0,76.0,,,-85.1,-89.1,,,-13.8,-20.0,,
41.10807,29.02854,48.0,-80.7,-11.6,8.2,59.0,76.0,,,-88.7,-92.0,,,-16.8,-19.6,,
41.10807,29.02859,48.0,-80.7,-11.3,7.7,59.0,76.0,,,-88.2,-91.5,,,-14.3,-19.4,,
41.10807,29.02864,48.0,-80.4,-11.3,9.4,59.0,76.0,,,-88.4,-114.2,,,-16.6,-30.4,,
41.10807,29.02868,48.0,-78.6,-10.8,10.3,59.0,76.0,,,-94.3,-139.0,,,-21.0,-37.0,,
41.10806,29.02872,48.0,-81.2,-10.8,9.4,59.0,,,,-99.2,,,,-22.8,,,
41.10806,29.02872,48.0,-84.0,-11.2,9.6,59.0,,,,-102.3,,,,-22.0,,,
41.10805,29.02881,48.0,-84.1,-11.4,8.9,59.0,,,,-99.5,,,,-19.8,,,
41.10805,29.02885,48.0,-80.4,-11.1,12.6,59.0,,,,-104.7,,,,-23.7,,,
41.10805,29.0289,48.0,-78.0,-10.7,12.8,59.0,,,,-98.2,,,,-22.9,,,
41.10805,29.02892,48.0,-80.4,-10.9,12.7,59.0,,,,-109.9,,,,-26.4,,,
41.10805,29.02895,48.0,-77.0,-10.6,18.0,59.0,,,,-101.9,,,,-28.7,,,
41.10805,29.02895,48.0,-73.5,-10.5,18.5,59.0,76.0,,,-145.5,-91.1,,,-39.7,-15.5,,
41.10803,29.029,48.0,-81.4,-10.9,17.3,76.0,,,,-95.9,,,,-23.3,,,
41.10803,29.029,48.0,-78.8,-10.5,13.9,76.0,,,,-103.1,,,,-25.8,,,
41.10801,29.02903,48.0,-81.7,-10.8,12.6,76.0,,,,-93.4,,,,-19.8,,,
41.108,29.02904,48.0,-80.8,-10.7,11.2,76.0,,,,-95.1,,,,-18.8,,,
41.108,29.02906,48.0,-83.2,-10.8,11.0,59.0,,,,-92.2,,,,-18.8,,,
41.108,29.02906,48.0,-83.9,-10.9,10.9,59.0,,,,-114.2,,,,-28.7,,,
41.10798,29.02909,48.0,-84.4,-10.9,10.1,59.0,76.0,,,-111.2,-92.1,,,-24.2,-14.7,,
41.10798,29.02909,48.0,-85.4,-11.2,9.1,59.0,76.0,,,-114.0,-92.0,,,-28.1,-18.1,,
41.10795,29.0291,48.0,-83.2,-11.0,9.2,59.0,76.0,,,-105.6,-96.1,,,-25.0,-24.8,,
41.10795,29.0291,48.0,-82.2,-11.3,8.6,76.0,,,,-100.5,,,,-24.0,,,
41.1079,29.02911,48.0,-81.3,-11.3,10.8,59.0,,,,-89.3,,,,-18.2,,,
41.1079,29.02911,48.0,-81.2,-11.1,10.1,59.0,76.0,,,-96.0,-92.4,,,-20.4,-19.2,,
41.10787,29.0291,48.0,-82.7,-11.2,10.6,59.0,76.0,,,-100.3,-92.9,,,-25.3,-18.0,,
41.10785,29.0291,48.0,-80.1,-10.9,17.9,59.0,76.0,,,-113.9,-90.5,,,-30.1,-20.1,,
41.10783,29.02911,48.0,-76.4,-10.5,15.1,76.0,,,,-90.4,,,,-20.8,,,
41.10781,29.02911,48.0,-82.5,-10.7,12.4,76.0,,,,-92.9,,,,-19.9,,,
41.1078,29.02911,48.0,-84.5,-11.2,11.9,76.0,,,,-90.2,,,,-15.3,,,
41.1078,29.02911,48.0,-82.1,-10.9,11.2,76.0,,,,-92.6,,,,-16.7,,,
41.10776,29.02913,48.0,-85.1,-11.1,10.8,76.0,,,,-94.2,,,,-19.7,,,
41.10776,29.02913,48.0,-84.6,-11.4,10.7,76.0,,,,-92.5,,,,-17.0,,,
41.10771,29.02914,48.0,-85.3,-11.6,7.6,76.0,,,,-90.1,,,,-15.1,,,
41.10769,29.02914,48.0,-86.2,-12.7,6.3,76.0,,,,-90.8,,,,-14.1,,,
41.10767,29.02914,48.0,-86.0,-12.2,6.6,76.0,,,,-90.4,,,,-14.3,,,
41.10767,29.02914,48.0,-85.1,-12.9,3.9,76.0,,,,-87.6,,,,-12.4,,,
41.10764,29.02914,48.0,-86.1,-13.4,5.6,76.0,,,,-87.3,,,,-12.1,,,
41.10762,29.02914,48.0,-85.9,-12.4,4.6,76.0,,,,-87.2,,,,-13.0,,,
41.10761,29.02915,48.0,-87.0,-13.8,1.3,76.0,,,,-83.5,,,,-11.7,,,
41.10761,29.02915,48.0,-86.8,-15.7,4.2,76.0,,,,-81.9,,,,-11.8,,,
41.10758,29.02915,76.0,-82.2,-12.5,2.5,48.0,,,,-86.9,,,,-14.3,,,
41.10756,29.02915,76.0,-86.3,-12.8,2.5,48.0,,,,-86.3,,,,-12.3,,,
41.10755,29.02915,76.0,-87.5,-14.1,2.8,48.0,,,,-84.7,,,,-11.3,,,
41.10755,29.02915,76.0,-86.2,-13.9,3.2,48.0,,,,-85.0,,,,-12.0,,,
41.10751,29.02915,76.0,-88.7,-14.2,0.8,48.0,,,,-85.8,,,,-11.9,,,
41.10749,29.02915,76.0,-88.9,-15.3,0.8,48.0,,,,-85.5,,,,-12.1,,,
41.10747,29.02914,76.0,-85.4,-13.3,0.2,48.0,,,,-86.0,,,,-13.2,,,
41.10745,29.02914,76.0,-89.8,-15.6,1.8,48.0,,,,-83.1,,,,-11.7,,,
41.10743,29.02913,76.0,-89.0,-14.0,2.1,48.0,,,,-84.0,,,,-12.5,,,
41.10743,29.02913,76.0,-87.5,-15.1,0.1,48.0,,,,-86.0,,,,-12.4,,,
41.10739,29.02911,76.0,-87.8,-15.0,-1.1,48.0,,,,-84.9,,,,-11.4,,,
41.10739,29.02911,76.0,-89.4,-15.6,2.5,48.0,,,,-83.7,,,,-11.3,,,
41.10735,29.02909,76.0,-87.7,-14.3,6.8,48.0,,,,-86.0,,,,-12.1,,,
41.10733,29.02908,76.0,-83.9,-12.3,6.1,48.0,,,,-85.4,,,,-15.4,,,
41.10732,29.02907,76.0,-80.7,-11.5,6.8,48.0,,,,-85.0,,,,-16.5,,,
41.1073,29.02906,76.0,-80.7,-11.4,3.7,48.0,,,,-84.6,,,,-13.9,,,
41.10728,29.02904,76.0,-86.8,-13.1,4.1,48.0,,,,-87.1,,,,-12.9,,,
41.10728,29.02904,76.0,-84.7,-12.2,3.8,48.0,,,,-85.5,,,,-13.6,,,
41.10722,29.02901,76.0,-84.7,-12.9,1.4,48.0,,,,-85.5,,,,-12.7,,,
41.10717,29.02897,76.0,-89.9,-14.9,2.9,48.0,,,,-85.9,,,,-11.5,,,
41.10717,29.02897,76.0,-89.8,-15.1,2.4,48.0,,,,-86.1,,,,-11.8,,,
41.10714,29.02894,76.0,-88.9,-13.5,1.9,48.0,,,,-86.7,,,,-12.2,,,
41.10711,29.02891,76.0,-88.8,-13.6,4.2,48.0,,,,-87.5,,,,-12.1,,,
41.10708,29.02887,76.0,-84.9,-13.0,2.9,48.0,,,,-83.8,,,,-11.9,,,
41.10704,29.02884,76.0,-84.2,-13.8,4.0,48.0,,,,-85.5,,,,-13.4,,,
41.10698,29.02876,76.0,-83.8,-12.4,6.6,48.0,,,,-84.4,,,,-13.5,,,
41.10698,29.02876,76.0,-82.4,-11.5,8.7,48.0,,,,-88.0,,,,-15.3,,,
41.10692,29.02867,76.0,-84.8,-12.0,7.7,48.0,,,,-85.5,,,,-13.4,,,
41.10692,29.02867,76.0,-79.2,-12.5,4.5,48.0,,,,-82.1,,,,-13.5,,,
41.10686,29.02859,76.0,-82.7,-12.0,7.7,48.0,,,,-86.7,,,,-14.2,,,
41.10686,29.02859,76.0,-80.1,-11.4,8.3,48.0,,,,-82.5,,,,-14.4,,,
41.10679,29.02852,76.0,-79.4,-11.1,9.8,48.0,59.0,,,-85.1,-85.2,,,-16.7,-18.2,,
41.10679,29.02852,76.0,-76.3,-11.3,11.2,48.0,59.0,,,-83.4,-87.4,,,-17.1,-18.4,,
41.10674,29.02845,76.0,-76.1,-10.9,12.1,48.0,59.0,,,-86.3,-99.5,,,-17.7,-23.7,,
41.10674,29.02845,76.0,-79.2,-11.1,8.1,48.0,59.0,,,-86.5,-89.3,,,-15.7,-18.0,,
41.10668,29.02838,76.0,-78.1,-11.4,6.5,48.0,59.0,,,-76.9,-82.8,,,-12.3,-16.6,,
41.10668,29.02838,76.0,-80.4,-13.3,9.1,48.0,59.0,,,-73.6,-81.8,,,-12.9,-17.9,,
41.10663,29.02832,76.0,-71.3,-11.6,12.6,48.0,,,,-79.0,,,,-17.8,,,
41.10663,29.02832,76.0,-75.7,-10.8,15.9,48.0,,,,-82.9,,,,-18.3,,,
41.10659,29.02828,76.0,-73.0,-10.6,14.5,48.0,,,,-81.6,,,,-19.6,,,
41.10659,29.02828,76.0,-76.8,-10.8,13.9,48.0,,,,-98.2,,,,-24.1,,,
41.10655,29.02823,76.0,-77.1,-10.8,10.5,48.0,,,,-86.6,,,,-18.4,,,
41.10655,29.02823,76.0,-80.4,-11.7,10.4,48.0,,,,-84.6,,,,-16.0,,,
41.10651,29.02818,76.0,-82.2,-11.4,9.7,48.0,,,,-89.3,,,,-16.2,,,
41.10651,29.02818,76.0,-82.2,-11.1,11.4,48.0,,,,-88.1,,,,-17.1,,,
41.10646,29.02812,76.0,-82.1,-11.0,11.9,48.0,,,,-90.1,,,,-16.9,,,
41.10646,29.02812,76.0,-83.8,-11.0,12.1,48.0,,,,-90.2,,,,-17.3,,,
41.10641,29.02806,76.0,-80.9,-10.7,16.4,,,,,,,,,,,,
41.10641,29.02806,76.0,-81.3,-10.7,16.2,48.0,,,,-93.2,,,,-18.9,,,
41.10636,29.02799,76.0,-82.4,-10.6,17.0,48.0,,,,-93.1,,,,-19.7,,,
41.10636,29.02799,76.0,-80.0,-10.5,17.7,48.0,,,,-90.6,,,,-19.6,,,
41.10631,29.02793,76.0,-80.8,-10.5,20.7,48.0,,,,-122.4,,,,-32.9,,,
41.10631,29.02793,76.0,-77.9,-10.5,23.6,48.0,,,,-96.7,,,,-23.3,,,
41.10629,29.02789,76.0,-74.6,-10.4,28.2,,,,,,,,,,,,
41.10629,29.02789,76.0,-71.2,-10.4,26.9,,,,,,,,,,,,
41.10628,29.02785,76.0,-73.3,-10.4,28.7,,,,,,,,,,,,
41.10628,29.02785,76.0,-74.9,-10.4,27.9,,,,,,,,,,,,
41.10627,29.02782,76.0,-72.2,-10.4,27.3,,,,,,,,,,,,
41.10627,29.02782,76.0,-70.5,-10.4,28.8,,,,,,,,,,,,
41.10627,29.02779,76.0,-65.7,-10.4,28.3,,,,,,,,,,,,
41.10627,29.02779,76.0,-69.2,-10.4,28.7,,,,,,,,,,,,
41.10627,29.02776,76.0,-68.2,-10.4,29.6,,,,,,,,,,,,
41.10627,29.02776,76.0,-66.0,-10.4,29.1,,,,,,,,,,,,
41.10629,29.02773,76.0,-71.0,-10.4,28.2,,,,,,,,,,,,
41.10629,29.02773,76.0,-69.1,-10.4,28.2,,,,,,,,,,,,
41.10631,29.02772,76.0,-70.2,-10.4,27.5,,,,,,,,,,,,
41.10631,29.02772,76.0,-72.1,-10.4,28.7,,,,,,,,,,,,
41.10634,29.02771,76.0,-64.4,-10.4,30.8,,,,,,,,,,,,
41.10634,29.02771,76.0,-64.2,-10.4,31.8,,,,,,,,,,,,
41.10637,29.02771,76.0,-66.2,-10.4,29.6,,,,,,,,,,,,
41.10637,29.02771,76.0,-69.8,-10.4,27.6,,,,,,,,,,,,
41.10641,29.0277,76.0,-64.9,-10.4,29.5,,,,,,,,,,,,
41.10641,29.0277,76.0,-68.1,-10.4,28.5,,,,,,,,,,,,
41.10645,29.02769,76.0,-65.1,-10.4,29.1,,,,,,,,,,,,
41.10645,29.02769,76.0,-66.5,-10.4,27.5,,,,,,,,,,,,
41.1065,29.02767,76.0,-64.8,-10.4,29.4,,,,,,,,,,,,
41.1065,29.02767,76.0,-67.0,-10.4,23.9,,,,,,,,,,,,
41.10657,29.02766,76.0,-71.8,-10.4,26.3,,,,,,,,,,,,
41.10657,29.02766,76.0,-70.6,-10.4,26.0,,,,,,,,,,,,
41.10663,29.02764,76.0,-72.3,-10.4,22.5,,,,,,,,,,,,
41.10663,29.02764,76.0,-71.0,-10.4,23.0,,,,,,,,,,,,
41.1067,29.02762,76.0,-72.7,-10.4,24.7,,,,,,,,,,,,
41.1067,29.02762,76.0,-73.7,-10.4,27.5,,,,,,,,,,,,
41.10678,29.0276,76.0,-73.4,-10.4,29.5,,,,,,,,,,,,
41.10678,29.0276,76.0,-71.6,-10.4,25.1,,,,,,,,,,,,
41.10687,29.02758,76.0,-71.2,-10.4,25.6,,,,,,,,,,,,
41.10687,29.02758,76.0,-71.1,-10.4,25.5,,,,,,,,,,,,
41.10696,29.02756,76.0,-74.1,-10.4,28.5,,,,,,,,,,,,
41.10696,29.02756,76.0,-73.9,-10.4,27.2,,,,,,,,,,,,
41.10705,29.02754,76.0,-72.3,-10.4,22.8,59.0,,,,-81.1,,,,-18.7,,,
41.10705,29.02754,76.0,-76.7,-10.9,14.9,59.0,,,,-82.7,,,,-15.6,,,
41.10712,29.02752,76.0,-78.7,-11.1,11.8,59.0,,,,-83.8,,,,-16.0,,,
41.10712,29.02752,76.0,-76.1,-10.6,13.5,59.0,,,,-82.2,,,,-14.6,,,
41.1072,29.0275,76.0,-73.2,-10.5,15.6,59.0,,,,-80.3,,,,-16.8,,,
41.10724,29.02749,76.0,-72.6,-10.4,21.6,59.0,,,,-81.4,,,,-17.4,,,
41.10728,29.02748,76.0,-73.9,-10.5,16.3,59.0,,,,-84.0,,,,-17.2,,,
41.10728,29.02748,76.0,-77.4,-11.8,11.7,59.0,,,,-83.1,,,,-13.8,,,
41.10737,29.02745,76.0,-80.5,-11.5,8.7,59.0,,,,-81.3,,,,-14.6,,,
41.10737,29.02745,76.0,-75.8,-10.7,9.6,59.0,,,,-79.7,,,,-14.9,,,
41.10746,29.02743,76.0,-75.4,-11.0,8.6,59.0,,,,-77.2,,,,-12.9,,,
41.10751,29.02742,76.0,-74.1,-11.4,8.1,59.0,,,,-77.4,,,,-12.9,,,
41.10755,29.02741,76.0,-72.7,-11.5,5.1,59.0,,,,-75.6,,,,-11.9,,,
41.10755,29.02741,76.0,-72.6,-13.6,-3.7,59.0,,,,-69.3,,,,-10.9,,,
41.10764,29.02739,76.0,-73.6,-16.1,-6.0,59.0,,,,-68.5,,,,-10.9,,,
41.10764,29.02739,76.0,-74.6,-15.8,-2.7,59.0,,,,-69.5,,,,-11.6,,,
41.10772,29.02737,59.0,-69.5,-11.6,8.7,76.0,,,,-73.8,,,,-14.8,,,
41.10772,29.02737,59.0,-66.8,-10.8,9.4,76.0,,,,-72.2,,,,-16.0,,,
41.10779,29.02737,59.0,-69.0,-11.2,7.4,76.0,,,,-70.2,,,,-13.6,,,
41.10779,29.02737,59.0,-67.7,-11.7,7.6,76.0,,,,-71.0,,,,-15.0,,,
41.10784,29.02736,59.0,-70.1,-11.9,14.4,76.0,,,,-71.2,,,,-13.9,,,
41.10784,29.02736,59.0,-71.0,-10.7,8.6,76.0,,,,-70.8,,,,-14.0,,,
41.10786,29.02736,59.0,-70.2,-12.0,6.0,76.0,,,,-71.0,,,,-13.0,,,
41.10788,29.02735,59.0,-66.6,-11.4,8.2,76.0,,,,-71.8,,,,-15.4,,,
41.10789,29.02735,59.0,-67.7,-11.0,10.7,76.0,,,,-71.6,,,,-14.7,,,
41.10789,29.02735,59.0,-67.9,-10.8,8.3,76.0,,,,-70.8,,,,-14.0,,,
41.1079,29.02733,59.0,-71.0,-12.3,9.1,48.0,76.0,,,-81.4,-72.1,,,-18.8,-13.0,,
41.1079,29.02733,59.0,-70.8,-10.9,11.1,48.0,76.0,,,-114.6,-71.5,,,-32.8,-14.2,,
41.10789,29.02732,59.0,-69.5,-11.1,10.2,48.0,76.0,,,-87.7,-71.2,,,-24.3,-13.4,,
41.10789,29.02732,59.0,-68.7,-10.7,9.7,76.0,,,,-72.2,,,,-14.5,,,
41.1079,29.02733,59.0,-71.8,-11.9,7.4,76.0,,,,-72.7,,,,-13.8,,,
41.1079,29.02733,59.0,-69.6,-11.3,11.1,76.0,,,,-72.1,,,,-15.9,,,
41.1079,29.02733,59.0,-68.6,-10.6,9.7,76.0,,,,-73.9,,,,-14.6,,,
41.1079,29.02733,59.0,-70.7,-11.8,7.3,48.0,76.0,,,-83.4,-73.0,,,-20.5,-14.5,,
41.1079,29.02732,59.0,-71.7,-11.5,6.6,48.0,76.0,,,-123.8,-73.5,,,-35.0,-13.6,,
41.1079,29.02732,59.0,-70.1,-11.5,10.5,48.0,76.0,,,-89.7,-72.5,,,-21.9,-14.2,,
41.10791,29.0273,59.0,-72.5,-11.5,10.5,76.0,,,,-75.2,,,,-15.1,,,
41.10791,29.0273,59.0,-68.4,-10.9,11.6,76.0,,,,-76.8,,,,-17.5,,,
41.10791,29.02727,59.0,-71.9,-11.3,8.4,76.0,,,,-74.8,,,,-13.6,,,
41.10791,29.02724,59.0,-71.9,-11.5,8.7,76.0,,,,-75.3,,,,-13.7,,,
41.10791,29.02721,59.0,-72.5,-12.0,9.6,76.0,,,,-77.3,,,,-15.5,,,
41.10791,29.02721,59.0,-70.9,-11.1,10.0,76.0,,,,-76.9,,,,-14.5,,,
41.10791,29.02714,59.0,-76.1,-10.8,12.7,76.0,,,,-88.6,,,,-18.2,,,
41.10791,29.02714,59.0,-79.0,-10.9,11.9,48.0,76.0,,,-85.9,-87.8,,,-16.4,-18.4,,
41.1079,29.02705,59.0,-78.6,-10.8,11.3,48.0,76.0,,,-90.1,-89.7,,,-17.6,-18.1,,
41.10789,29.02701,59.0,-77.4,-10.7,16.7,48.0,,,,-118.9,,,,-30.8,,,
41.10789,29.02696,59.0,-79.7,-10.9,13.6,48.0,,,,-105.6,,,,-25.7,,,
41.10789,29.02696,59.0,-79.8,-10.6,12.6,48.0,,,,-108.2,,,,-25.0,,,
41.10788,29.02686,59.0,-81.1,-10.8,12.2,48.0,,,,-92.5,,,,-18.3,,,
41.10788,29.02686,59.0,-81.7,-11.0,12.4,48.0,,,,-139.3,,,,-38.5,,,
41.10787,29.02674,59.0,-80.8,-10.5,13.4,30.0,48.0,,,-89.8,-110.7,,,-17.3,-27.0,,
41.10786,29.02667,59.0,-82.4,-10.9,10.5,30.0,48.0,,,-91.4,-120.8,,,-18.3,-32.6,,
41.10786,29.02661,59.0,-83.0,-10.6,12.0,30.0,48.0,,,-93.5,-145.7,,,-19.2,-40.0,,
41.10786,29.02661,59.0,-83.3,-10.6,11.2,30.0,48.0,76.0,,-93.4,-112.3,-93.9,,-18.8,-28.8,-18.4,
41.10784,29.02648,59.0,-84.0,-11.0,8.6,30.0,48.0,76.0,,-93.7,-105.6,-95.0,,-16.7,-26.4,-17.7,
41.10783,29.02641,59.0,-86.8,-10.9,9.7,76.0,,,,-93.0,,,,-17.4,,,
41.10783,29.02635,59.0,-86.8,-11.5,7.7,30.0,76.0,,,-97.5,-92.6,,,-16.6,-16.7,,
41.10782,29.02629,59.0,-88.1,-11.7,5.9,30.0,76.0,,,-94.8,-96.9,,,-18.0,-19.4,,
41.10782,29.02623,59.0,-90.2,-11.9,6.5,30.0,76.0,,,-93.1,-96.4,,,-15.9,-18.1,,
41.10781,29.02617,59.0,-89.8,-13.1,3.8,30.0,76.0,,,-90.2,-89.0,,,-15.5,-13.9,,
41.10781,29.02611,59.0,-89.6,-14.2,0.7,30.0,76.0,,,-93.3,-88.1,,,-18.9,-12.8,,
41.1078,29.02605,59.0,-89.0,-14.6,-2.9,30.0,76.0,,,-86.9,-83.1,,,-12.7,-11.5,,
41.1078,29.02605,59.0,-90.5,-17.2,-4.8,30.0,76.0,,,-90.9,-85.0,,,-16.1,-11.4,,
41.1078,29.02599,76.0,-83.9,-11.4,7.7,30.0,59.0,,,-91.1,-91.2,,,-17.6,-17.8,,
41.1078,29.02586,76.0,-86.7,-12.7,3.3,30.0,59.0,,,-90.9,-91.4,,,-15.5,-13.9,,
41.1078,29.02586,76.0,-91.9,-13.6,1.5,30.0,59.0,,,-91.9,-92.5,,,-15.2,-15.1,,
41.1078,29.02574,76.0,-92.9,-13.0,1.4,30.0,59.0,,,-95.4,-95.7,,,-14.9,-16.5,,
41.1078,29.02574,76.0,-94.0,-14.1,-2.0,30.0,59.0,,,-94.8,-94.7,,,-13.5,-14.6,,
41.10781,29.02561,76.0,-94.9,-15.5,-3.3,30.0,59.0,,,-92.9,-96.0,,,-12.5,-14.2,,
41.10781,29.02561,76.0,-96.9,-16.2,-4.1,30.0,59.0,,,-94.6,-93.7,,,-13.8,-13.0,,
41.10781,29.02549,76.0,-100.7,-18.0,-5.0,30.0,59.0,,,-93.6,-95.0,,,-12.7,-14.2,,
41.10781,29.02549,76.0,-98.3,-17.7,-7.8,30.0,48.0,59.0,,-92.8,-126.6,-97.4,,-11.6,-29.0,-14.8,
41.10781,29.02549,30.0,-90.5,-11.0,,59.0,76.0,,,-96.4,-100.9,,,-15.3,-18.8,,
41.10782,29.02536,30.0,-95.5,-12.2,8.3,59.0,,,,-96.1,,,,-15.6,,,
41.10782,29.02536,30.0,-91.6,-12.2,8.0,59.0,,,,-91.5,,,,-13.8,,,
41.10782,29.02523,30.0,-88.4,-11.4,11.8,59.0,,,,-92.1,,,,-15.5,,,
41.10782,29.02523,30.0,-88.3,-11.3,12.3,59.0,,,,-93.3,,,,-16.7,,,
41.10783,29.02511,30.0,-84.6,-10.9,18.0,59.0,,,,-96.2,,,,-17.9,,,
41.10784,29.02504,30.0,-87.2,-10.8,16.4,59.0,,,,-98.1,,,,-19.3,,,
41.10785,29.02497,30.0,-86.6,-10.6,21.7,59.0,,,,-94.0,,,,-19.3,,,
41.10785,29.02497,30.0,-82.0,-10.4,24.7,59.0,,,,-90.0,,,,-19.8,,,
41.10786,29.02484,30.0,-77.8,-10.4,29.2,59.0,,,,-88.8,,,,-21.0,,,
41.10786,29.02479,30.0,-74.8,-10.4,31.3,,,,,,,,,,,,
41.10787,29.02473,30.0,-71.2,-10.4,31.2,,,,,,,,,,,,
41.10787,29.02473,30.0,-74.0,-10.4,32.1,,,,,,,,,,,,
41.10786,29.02462,30.0,-75.0,-10.4,31.0,,,,,,,,,,,,
41.10786,29.02462,30.0,-76.2,-10.4,29.5,,,,,,,,,,,,
41.10786,29.02451,30.0,-76.4,-10.4,29.4,,,,,,,,,,,,
41.10786,29.02451,30.0,-76.5,-10.4,28.9,,,,,,,,,,,,
41.10784,29.02439,30.0,-73.4,-10.3,28.2,,,,,,,,,,,,
41.10783,29.02433,30.0,-72.8,-10.4,29.0,,,,,,,,,,,,
41.10782,29.02426,30.0,-69.1,-10.4,32.5,,,,,,,,,,,,
41.10782,29.02426,30.0,-68.0,-10.4,33.4,,,,,,,,,,,,
41.10778,29.02414,30.0,-68.3,-10.4,34.7,,,,,,,,,,,,
41.10777,29.02408,30.0,-63.4,-10.3,36.5,,,,,,,,,,,,
41.10776,29.02403,30.0,-65.8,-10.3,35.0,,,,,,,,,,,,
41.10775,29.02398,30.0,-64.4,-10.3,35.3,,,,,,,,,,,,
41.10773,29.02393,30.0,-64.9,-10.4,35.2,,,,,,,,,,,,
41.10773,29.02393,30.0,-67.2,-10.4,36.4,,,,,,,,,,,,
41.10771,29.02383,30.0,-62.7,-10.3,39.6,,,,,,,,,,,,
41.1077,29.02379,30.0,-53.5,-10.3,39.2,,,,,,,,,,,,
41.10768,29.02376,30.0,-61.0,-10.4,38.3,,,,,,,,,,,,
41.10768,29.02376,30.0,-57.1,-10.3,37.5,,,,,,,,,,,,
